fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,service_description_en,service_description_fr,external_internal,service_type,special_designations,service_recipient_type,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,ident_platform,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,assessed_for_accessibility,year_of_last_service_review,year_of_last_service_improvement_based_on_client_feedback,calls_received,web_visits_info_service,online_applications,telephone_applications,telephone_enquiries,in_person_applications,postal_mail_applications,email_applications,fax_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2020-2021,1064,Innovation for Defence Excellence and Security (IDEaS),"Innovation pour la défense, l’excellence et la sécurité (IDEeS)",National Defence,Défense nationale,Innovation Networks supports the creation of networks of investigators from the innovation ecosystem to facilitate the free-flow of ideas and to perform research and development (R&D) in an area of interest to the Department of National Defence.,Les réseaux d’innovation appuient la création de réseaux de chercheurs appartenant au système d’innovation canadien afin de faciliter la libre circulation des idées. Ils effectuent ainsi de la recherche et du développement (R et D) dans un domaine d’intérêt pour le ministère de la Défense nationale.,extern,gnc,non,client,https://www.canada.ca/en/department-national-defence/programs/defence-ideas/understanding-ideas/innovation-networks.html,https://www.canada.ca/fr/ministere-defense-nationale/programmes/idees-defense/comprendre-programme-idees/reseaux-innovation.html,"Science, Technology and Innovation","Sciences, technologie et innovation",,oth,"econom,NGO",N,N,NA,NA,not assessed,,,not_applicable,18431,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,479,not_applicable,479,N,N,N,N,N,N,"eml,tel",,
2020-2021,1050,Cadet Online Registration,Inscription en ligne pour les cadets,National Defence,Défense nationale,Online process to register in the Cadets and Junior Canadian Rangers (Youth) program which provides youth aged between 12-18 years with positive youth development opportunities and unique Canadian Armed Forces familiarization experiences that enable their successful transition to adulthood.,"Processus en-ligne pour joindre le programme des Cadets et Rangers juniors canadiens qui offre aux jeunes âgés de 12 à 18 ans des expériences uniques de familiarisation aux Forces armées canadiennes dans le cadre d'activités maritimes, terrestres et aériennes des Cadets et Rangers canadiens pour les Rangers juniors canadiens.",extern,cer,non,society,https://www.canada.ca/en/department-national-defence/services/cadets-junior-canadian-rangers/cadets/join-us/online-registration-tool.html,https://www.canada.ca/fr/ministere-defense-nationale/services/cadets-rangers-juniors-canadiens/cadets/rejoignez-nous/outil-inscription-en-ligne.html,Communications Services,Services de communication,,oth,PTC,N,N,NA,N,not assessed,,,0,1400,1400,0,0,0,0,0,0,0,NA,NA,Y,NA,NA,NA,onl,n/a,n/a
2020-2021,1052,Access to Information and Privacy,Accès à l'information et de la protection des renseignements personnels,National Defence,Défense nationale,"The Access to Information Act gives Canadian citizens, permanent residents, and any person or corporation present in Canada a right to access records of government institutions that are subject to the Act. The Privacy Act gives Canadian citizens, permanent residents, and individuals present in Canada the right to access their personal information held by government institutions that are subject to the Act, and protects that information against unauthorized collection, use, retention and disclosure.","La Loi sur l’accès à l’information accorde aux citoyens canadiens, aux résidents permanents et à toute personne ou société présents au Canada un droit d’accès aux documents des institutions fédérales assujetties à la Loi. La Loi sur la protection des renseignements personnels donne aux citoyens canadiens, aux résidents permanents et aux personnes présentes au Canada le droit d’accéder à leurs renseignements personnels détenus par les institutions gouvernementales assujetties à la Loi, et protège ces renseignements contre la collecte, l’utilisation, la conservation et la divulgation non autorisées.",extern,info,essent,,https://www.canada.ca/en/department-national-defence/corporate/transparency/access-information-privacy/request-forms.html,https://www.canada.ca/fr/ministere-defense-nationale/organisation/transparence/acces-information-protection-renseignements-personnels/formulaires-de-demandes.html,Management and Oversight Services,Services de gestion et de surveillance,,,person,Y,Y,NA,NA,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Y,N,Y,N,N,N,onl,,
2020-2021,1066,Ministerial Correspondence Unit,Unité de la correspondance ministérielle,National Defence,Défense nationale,"Supports the Minister of National Defence (MND) by providing professional, non-partisan correspondence services to the MND, the Associate Minister and the Parliamentary Secretary.  It also manages and processes all internal and external ministerial correspondence, provides advice and guidance on content and format to both the Minister and Defence organizations, drafts replies or reviews replies to correspondence, responds to related telephone inquiries and serves as the official departmental repository for all correspondence records for the Minister.","Soutenir le ministre de la Défense nationale (min DN) en lui fournissant des services de correspondance professionnels et non partisans, de même qu’au ministre associé et au secrétaire parlementaire. De plus, il gère et traite toute la correspondance ministérielle interne ou externe, formule des conseils et des directives au sujet du contenu et de la mise en page au Ministre et aux organisations de la Défense, rédige des réponses ou révise des réponses à la correspondance, répond aux demandes de renseignements connexes par téléphone, et agit à titre de responsable du répertoire ministériel officiel de tous les dossiers liés à la correspondance adressée au Ministre.","extern,enterprise","info,comm",non,client,https://www.canada.ca/en/department-national-defence/services/contact-us/contact-minister.html,https://www.canada.ca/fr/ministere-defense-nationale/services/contactez-nous/contactez-ministre.html,Management and Oversight Services/Communications Services,Services de gestion et de surveillance/Services de communication,,oth,person,N,N,NA,NA,not assessed,2020,2020,not_applicable,2214,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,28743,0,not_applicable,NA,NA,NA,NA,NA,Y,eml,n/a,n/a
2020-2021,1057,Legacy Sites Unexploded Explosive Ordnance (UXO) Program,Programme des munitions explosives non explosées (UXO) sur le anciens sites,National Defence,Défense nationale,"The Legacy Sites Unexploded Explosive Ordnance (UXO) Program helps to manage risks posed by UXO on Legacy Sites across the country and thereby contributes to the health and safety of Canadians. 

Legacy Sites are former military sites across Canada. Many of them were used for training and weapons testing during conflicts such as the world wars and the Korean War. A UXO legacy site is any property that was owned, leased or used by the Department of National Defence (DND) for military purposes. These properties are no longer a part of the department’s inventory, but could still present a UXO-related risk to the public.

The Program identifies and catalogues such sites, assesses risks, and works to reduce UXO risk through property controls, assessment surveys, UXO clearance operations, and public education.","Le programme des munitions explosives non explosées (UXO) sur les anciens sites aide à gérer les risques posés par les UXO sur d’anciens sites militaires au pays, ce qui contribue à assurer la santé et la sécurité de la population canadienne. 

Les anciens sites contenant des UXO sont d’anciens sites militaires partout au Canada. Bon nombre d’entre eux ont servi à l’instruction et aux essais d’armes pendant différents conflits, comme les deux guerres mondiales ou la guerre de Corée. Un ancien site contenant des UXO désigne une propriété que possédait, louait ou utilisait le MDN à des fins militaires, mais qui ne fait plus partie de son inventaire et pour lequel il existe un risque posé par les UXO pour le public.

Ce programme recense ces sites et en tient le registre, évalue les risques et vise à les diminuer en limitant l’accès à ces sites, en menant des levés de confirmation et des opérations de nettoyage des UXO ainsi qu’en informant la population.",extern,info,essent,society,https://www.canada.ca/en/department-national-defence/services/uxo/unexploded-explosive-ordnance.html,https://www.canada.ca/fr/ministere-defense-nationale/services/uxo/munitions-explosives-non-explosees.html,Environmental Sustainability and Protection,Durabilité et protection de l'environnement,,oth,PTC,Y,N,NA,NA,not assessed,,,85,no_data,not_applicable,not_applicable,85,not_applicable,no_data,not_applicable,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,oth,This Program does not rely on an application process.,Ce programme ne repose pas sur un processus de demande.
2020-2021,1058,Compensation for Employers of Reservists Program (CERP),Programme de Dédommagement des Employeurs de Réservistes,National Defence,Défense nationale,Helps offset the financial burden of allowing a Reservist time away when requested to deploy on operations.,Aider à atténuer le fardeau financier lié au fait de permettre à un réserviste de s’absenter pour prendre part à une opération de déploiement.,extern,gnc,prior,client,https://www.canada.ca/en/department-national-defence/programs/compensation-employers-reservists-program.html,https://www.canada.ca/fr/ministere-defense-nationale/programmes/programme-dedommagement-employeurs-reservistes.html,Human Resources Management Services,Services de gestion des ressources humaines,2016-2017,oth,econom,Y,N,NA,NA,not assessed,,,not_applicable,no_data,21,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,oth,This is joint program between ESDC and DND/CAF. ESDC is responsible for the receipt and processing of applications as well as payment. DND/CAF funds the program and provides verification of the Military Service period being claimed. The answers for this program are shared between the two departments and may be double accounted for.,Il s’agit d’un programme conjoint d’Emploi et Développement Social Canada (EDSC) et du MDN et des FAC. EDSC reçoit et traite les demandes et est aussi responsable de la rémunération. Le MDN et les FAC financent le programme et fournissent la vérification de la période de service militaire réclamée. Les réponses pour ce programme sont partagées entre les deux ministères et peuvent être comptabilisées deux fois.
2020-2021,2271,Recruitment,Recrutement,National Defence,Défense nationale,"Processes, selects and enrolls talented, motivated and qualified applicants into a career in the CAF","Traite, sélectionne et enrôle des personnes talentueuses, motivées et qualifiées pour une carrière dans les FAC.",extern,hr,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,person,NA,N,NA,NA,not assessed,,,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Y,Y,Y,N,N,Y,"eml,onl,person",,
2020-2021,284,Workers Compensation Program,Programme d'indemnisation des travailleurs,Public Safety Canada,Sécurité publique Canada,"The Worker's Compensation Program provides compensation to provincial/territorial for volunteer emergency service workers, injured or killed in the course of emergency service training or work.",Le Programme d'indemnisation des travailleurs verse une indemnité aux provinces et aux territoires pour les bénévoles des services d'urgence blessés ou décédés au cours de leur formation ou de leur travail.,extern,"gnc,res",non,client,,,Emergency Response/Recovery,Intervention d'urgence et rétablissement,,,PTC,N,N,N,N,not assessed,2015,,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,N,N,N,N,eml,Applications are not submitted to Public Safety. They are submitted to the PTs and the PTs submit an invoice to Public Safety for eligible cost sharing.,Les applications ne sont pas soumises à Sécurité publique. Elles sont soumises aux PTs et les PTs soumettent une facture  à Sécurité publique pour un partage des coûts éligibles.
2020-2021,282,Search and Rescue New Initiatives Fund,Fonds des nouvelles initiatives de recherche et sauvetage,Public Safety Canada,Sécurité publique Canada,The Search and Rescue New Initiatives Fund contributes financially towards projects that improve and enhance the objectives of the National Search and Rescue Program in the areas of prevention and/or response.,"Le Fonds des nouvelles initiatives de recherche et de sauvetage promeut et soutient des projets conçus pour développer et améliorer la prévention en matière de recherches et sauvetage (SAR) et améliorer l'efficacité de l'intervention  dans les administrations fédérales, provinciales et territoriales.",extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/rspndng-mrgnc-vnts/nss/nif-en.aspx,https://www.securitepublique.gc.ca/cnt/mrgnc-mngmnt/rspndng-mrgnc-vnts/nss/nif-fr.aspx,Emergency Response/Recovery,Intervention d'urgence et rétablissement,2015-2016,,"NGO,person,PTC",N,N,N,NA,not assessed,2019,,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,39,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,"eml,onl",Applications are submitted via email and processed to our program management software.,Les candidatures sont soumises par e-mail et traitées dans notre logiciel de gestion de programme.
2020-2021,839,Federal Emergency Communications Coordination (GOC),Coordination des communications fédérales d'urgence (COG),Public Safety Canada,Sécurité publique Canada,"Guided by the Federal Emergency Response Plan, Public Safety Canada Communications Services coordinates public communications responses to large-scale events/emergencies that affect multiple departments.","En se basant sur le Plan fédéral d’intervention d’urgence, les services de communication de Sécurité publique Canada coordonnent la gestion des communications publiques en réponse à des urgences et à d’autres événements à grande échelle qui ont une incidence sur plusieurs ministères.",enterprise,"comm,im","essent,prior",society,,,Emergency Prevention/Mitigation/Emergency Preparedness/Emergency Response/Recovery/Communications Services,Prévention et atténuation des urgences/Préparation aux urgences/Intervention d'urgence et rétablissement/Services de communication,,,"for,intern_gov,NGO,PTC",Y,N,NA,NA,"WCAG 2.1 AA,TBS/WCAG plain language",,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,"eml,tel",The service does not require application,Le service ne nécessite pas de demande
2020-2021,355,Avalanche Canada,Avalanche Canada,Public Safety Canada,Sécurité publique Canada,Avalanche Canada Foundation supports Avalanche Canada by raising and redistributing funds to support avalanche safety initiatives and related searches. Avalanche Canada wishes to develop into a national organization by expanding its services in Canada and is dedicated to improving avalanche awareness and safety. Avalanche Canada is an active stakeholder in the field of emergency management and search and rescue (SAR) incident prevention.,Soutenir les efforts de la Fondation Avalanche Canada et d'Avalanche Canada visant à atteindre les objectifs de durabilité et d'expansion des services afin que le public participant aux activités dans les régions de l'arrière-pays prenne des décisions plus éclairées.,extern,"gnc,res",non,client,,,Emergency Response/Recovery,Intervention d'urgence et rétablissement,2019-2020,,NGO,N,N,N,NA,na,,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,1,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,"eml,tel",Single applicant directed government initiative,Initiative gouvernementale dirigée vers un seul demandeur
2020-2021,1048,Ministerial Designations for the Royal Canadian Mounted Police,Désignations ministérielles pour la Gendarmerie royale du Canada,Public Safety Canada,Sécurité publique Canada,"Public Safety Canada is responsible for coordinating Ministerial designations under section 14 of the Royal Canadian Mounted Police Regulations, 2014, to establish a duty for the Royal Canadian Mounted Police to carry out specific activities.",Sécurité publique Canada est chargée de coordonner les désignations ministérielles en vertu de l'article 14 des Règlements de la Gendarmerie royale du Canada (2014) afin que la Gendarmerie royale du Canada soit mandatée d'effectuer des activités déterminées.,enterprise,legal,non,client,,,Law Enforcement and Policing,Application de la loi et police,,oth,intern_gov,N,N,NA,NA,na,,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,"eml,person,tel",RCMP Designations do not require applications.,Les ententes de contribution ne nécessitent aucune demande.
2020-2021,280,Heavy Urban Search and Rescue,Recherche et sauvetage en milieu urbain à l'aide d'équipement lourd,Public Safety Canada,Sécurité publique Canada,"Heavy Urban Search and Rescue (HUSAR) is the most technically specialized form of USAR.  HUSAR Task Forces are interdisciplinary teams comprised of specialists from across the emergency response spectrum.  Capabilities include search and rescue, communications, logistics, emergency medical assistance, technical and canine search, and structural assessment","La recherche et de sauvetage en milieu urbain à l’aide d’équipement lourd (RSMUEL) est la forme la plus spécialisée de recherche et de sauvetage en milieu urbain. Les groupes de travail de RSMUEL sont des équipes multidisciplinaires  comprenant des spécialistes provenant de tout la gamme des intervenants en gestion des urgences. Les capacités comprennent la recherche et le sauvetage, les communications, la logistique, l'aide médicale d'urgence, la recherche canine et technique, de même que les évaluations structurelles.",extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/rspndng-mrgnc-vnts/hvyrbn-srch-rsc-en.aspx,https://www.securitepublique.gc.ca/cnt/mrgnc-mngmnt/rspndng-mrgnc-vnts/hvyrbn-srch-rsc-fr.aspx,Emergency Response/Recovery,Intervention d'urgence et rétablissement,2016-2017,,PTC,N,N,N,NA,na,2016,2016,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,6,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,eml,6 recipients directed government initiative,Initiative gouvernementale dirigée vers 6 demandeur
2020-2021,283,Search and Rescue Volunteer Association of Canada Contribution,Programme de contribution de l'Association canadienne des volontaires en recherche et de sauvetage,Public Safety Canada,Sécurité publique Canada,"The Search and Rescue Volunteer Association of Canada Contribution Program provides funding to Search and Rescue volunteers in Canada, in order to improve Search and Rescue coordination, consistency and standardization.","Le Programme de contribution de l'Association canadienne des volontaires en recherche et de sauvetage fournit des fonds aux bénévoles en recherche et sauvetage au Canada afin d’améliorer la coordination, la cohérence et la normalisation de la recherche et du sauvetage.",extern,"gnc,res",non,client,https://sarvac.ca/,https://sarvac.ca/fr/,Emergency Response/Recovery,Intervention d'urgence et rétablissement,2015-2016,,PTC,N,N,N,NA,na,,,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,1,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,eml,Single applicant directed government initiative,Initiative gouvernementale dirigée vers un seul demandeur
2020-2021,339,International Association of Fire Fighters,Programme de contribution à l'Association international des pompiers,Public Safety Canada,Sécurité publique Canada,"The International Association of Fire Fighters, Canada provides funding for training to first responders in order to reduce deaths and injuries related to hazardous materials.",L'Association internationale des pompiers (section Canada) offre de la formation aux premiers intervenants afin de réduire le nombre de décès et de blessures liés à des matières dangereuses.,extern,"gnc,res",non,client,https://www.iaff.org/,https://www.iaff.org/,Emergency Response/Recovery,Intervention d'urgence et rétablissement,2016-2017,,NGO,N,N,N,NA,na,2015,,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,1,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,"eml,tel",Single applicant directed government initiative,Initiative gouvernementale dirigée vers un seul demandeur
2020-2021,341,Northern and Aboriginal Crime Prevention Fund,Fonds de prévention du crime chez les collectivités autochtones et du Nord,Public Safety Canada,Sécurité publique Canada,The Northern & Aboriginal Crime Prevention Fund develops policies and programs designed to reduce the likelihood of criminal behavior among targeted groups of the population.,Le Fonds de prévention du crime chez les collectivités autochtones et du Nord élabore des programmes et des politiques visant à réduire les comportements criminels dans les groupes visés au sein de la population.,extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/cntrng-crm/crm-prvntn/fndng-prgrms/nrthrn-brgnl-crm-prvntn-fnd-en.aspx,https://www.securitepublique.gc.ca/cnt/cntrng-crm/crm-prvntn/fndng-prgrms/nrthrn-brgnl-crm-prvntn-fnd-fr.aspx,Crime Prevention,Prévention du crime,2020-2021,"in_auth,oth","NGO,PTC",N,N,Y,N,not assessed,2017,,not_applicable,2314,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,Y,N,N,N,"eml,fax,onl,person,post,tel",,
2020-2021,354,Shock Trauma Air Rescue Ambulance,Shock Trauma Air Rescue Service,Public Safety Canada,Sécurité publique Canada,The purpose of this grant is to enable Shock Trauma Air Rescue Service to purchase five (5) aircraft in support of the renewal of its aging air-ambulance helicopters fleet.,Cette subvention a pour objectif de permettre à Shock Trauma Air Rescue Service d'acheter cinq (5) aéronefs dans le cadre du renouvellement de sa flotte vieillissante d’hélicoptères air-ambulance.,extern,"gnc,res",non,client,,,Emergency Response/Recovery,Intervention d'urgence et rétablissement,,,NGO,N,N,N,NA,not assessed,,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,1,not_applicable,not_applicable,NA,NA,NA,NA,NA,NA,oth,Single applicant directed government initiative,Initiative gouvernementale dirigée vers un seul demandeur
2020-2021,352,First Nations and Inuit Policing Facilities Program,Programmes des Installations pour les Services de Police des Premières Nations et des Inuits,Public Safety Canada,Sécurité publique Canada,"The Funding for First Nation and Inuit Policing Facilities supports First Nation and Inuit communities to ensure their policing infrastructure meets building, policing facility, and health and safety standards.","Le financement des installations pour les services de police des Premières Nations et des Inuits assure que l’infrastructure de services de police des communautés de Premières Nations et d’Inuits respecte les normes en matière de construction, d’installation de services policiers, de santé et de sécurité.",extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/cntrng-crm/plcng/brgnl-plcng/fndng-en.aspx,https://www.securitepublique.gc.ca/cnt/cntrng-crm/plcng/brgnl-plcng/fndng-fr.aspx,Indigenous Policing,Services de police autochtones,2020-2021,in_auth,PTC,N,N,N,N,not assessed,,,not_applicable,2290,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,N,N,N,N,"eml,fax,onl,person,post,tel","The FNIPF did not undergo any evaluations in 2020-21, as the program began in 2018-19.","Le PISPPNI n'a pas fait l'objet d'évaluations en 2020-21, le programme ayant débuté en 2018-19."
2020-2021,2379,Cyber Security Assessments,Évaluations de la cybersecurite,Public Safety Canada,Sécurité publique Canada,"The Cyber Security Assessment Program provides provides tools and services for owners and operators of Critical Infrastructure (CI) facilities to examine their cyber security. This program includes both self-assessment and guided assessments of cyber security programs, planning and technical capabilities.","Le programme d'évaluation de la cybersécurité fournit des outils et des services aux propriétaires et aux exploitants d'installations d’infrastructures essentielles (IE) pour examiner leur cybersécurité. Ce programme comprend une auto-évaluation et des évaluations guidées des programmes de cybersécurité, de la planification et des capacités techniques.",extern,info,non,client,https://www.publicsafety.gc.ca/cnt/ntnl-scrt/crtcl-nfrstrctr/crtcl-nfrstrtr-gw-en.aspx,https://www.securitepublique.gc.ca/cnt/ntnl-scrt/cbr-scrt/ndstrl-cntrl-sstms/index-fr.aspx,Critical Infrastructure/Cyber Security/Emergency Prevention/Mitigation/Emergency Preparedness,Infrastructures essentielles/Cybersécurité/Prévention et atténuation des urgences/Préparation aux urgences,2018-2019,,"econom,NGO,PTC",NA,N,NA,NA,not assessed,2020,2020,no_data,no_data,not_applicable,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,N,N,N,N,"eml,onl,person",Service is not tracked through a particular channel.,Le service n'est pas suivi via un mécanisme particulier.
2020-2021,817,Biology Casework Analysis Contribution,Contribution aux analyses biologiques,Public Safety Canada,Sécurité publique Canada,"The Biology Casework Analysis Contribution provides financial contributions to the provinces of Ontario and Quebec, which have established independent forensic laboratories for the purpose of conducting biology casework analysis, including DNA identification analysis, in support of criminal investigations and prosecutions. The purpose of these contributions is to encourage provincial contribution of DNA profiles to the Crime Scene Index in the National DNA Data Bank.","La contribution aux analyses biologiques fournit des contributions financières aux gouvernements de l’Ontario et du Québec, qui ont mis sur pied des laboratoires judiciaires indépendants dans le but de mener des analyses biologiques, y compris l’analyse d’identification de l’ADN, à l’appui des enquêtes et des poursuites criminelles. Ces contributions visent à encourager les provinces à participer aux profils génétiques du fichier de criminalistique de la Banque nationale de données génétiques.",extern,"gnc,res",non,client,,,Crime Prevention/Law Enforcement and Policing/Serious and Organized Crime,Prévention du crime/Application de la loi et police/Crime organisé et crimes graves,,,PTC,N,N,NA,NA,na,2018,2018,0,not_applicable,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,"eml,tel",,
2020-2021,838,NewsDesk,InfoMedia,Public Safety Canada,Sécurité publique Canada,NewsDesk is a Government of Canada shared system for electronic media monitoring since 1996 that is available at low cost to participating Government of Canada department/agencies on a cost-sharing basis.,InfoMedia est un système commun du gouvernement du Canada qui permet de surveiller les médias électroniques depuis 1996 et qui est offert à bas prix aux ministères et aux organismes participants selon un principe de partage des coûts.,enterprise,comm,prior,client,https://www.infomedia.gc.ca/,https://www.infomedia.gc.ca/,Communications Services,Services de communication,,oth,intern_gov,Y,Y,NA,NA,WCAG 2.1 AA,2020,2020,not_applicable,1439156,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,Y,Y,NA,NA,NA,NA,"eml,onl,person,tel","Internal media monitoring service, not gathering information from users nor to make decisions","Service interne de surveillance des médias, ne recueillant pas d'informations auprès des utilisateurs et ne prenant pas de décisions."
2020-2021,775,National Disaster Mitigation,Programme national d'atténuation des catastrophes,Public Safety Canada,Sécurité publique Canada,The National Disaster Mitigation Program aims to reduce the impacts of natural disasters on Canadians by: focusing on investments which address recurring flood risks and costs; and advancing work to facilitate a private residential flood insurance market in Canada.,Le Programme national d'atténuation des catastrophes vise à réduire les répercussions des catastrophes naturelles sur les Canadiens en: se concentrant sur les investissements qui tiennent compte des coûts et des risques d'inondation récurrents; et faire avancer les travaux pour faciliter le marché des assurances privées contre les inondations résidentielles au Canada.,extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/dsstr-prvntn-mtgtn/ndmp/index-en.aspx,https://www.securitepublique.gc.ca/cnt/mrgnc-mngmnt/dsstr-prvntn-mtgtn/ndmp/index-fr.aspx,Emergency Response/Recovery,Intervention d'urgence et rétablissement,,oth,PTC,N,N,Y,NA,not assessed,2020,2020,not_applicable,not_applicable,140,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,N,N,N,N,eml,Applications are submitted online and processed by SNAP software that transfers data from an online application submission platform to our program management software.,Les demandes sont soumises en ligne et traitées par le logiciel SNAP qui transfère les données d'une plate-forme de soumission de demande en ligne vers notre logiciel de gestion de programme.
2020-2021,767,Policy Development Contribution,Programme de contributions pour l'élaboration de politiques,Public Safety Canada,Sécurité publique Canada,The Policy Development Contribution Program provides contributions to forge greater consensus and cooperation among various levels of government and other stakeholders through policy initiatives and activities.,"Le Programme de contributions pour l'élaboration de politiques fournit des contributions visant à élargir le consensus et la coopération entre les différents ordres de gouvernement et d’autres intervenants, grâce à des initiatives et à des activités d’orientation",extern,"gnc,res",non,client,https://www.publicsafety.gc.ca/cnt/bt/plc-dvlpmnt/index-en.aspx,https://www.securitepublique.gc.ca/cnt/bt/plc-dvlpmnt/index-fr.aspx,Emergency Prevention/Mitigation/Emergency Preparedness/Emergency Response/Recovery,Prévention et atténuation des urgences/Préparation aux urgences/Intervention d'urgence et rétablissement,2017-2018,,"NGO,PTC",N,N,N,N,not assessed,,,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,no_data,no_data,not_applicable,not_applicable,N,N,N,N,N,N,"eml,onl,person,post,tel",,
2020-2021,779,Emergency Management Exercises,Exercices de gestion des urgences,Public Safety Canada,Sécurité publique Canada,"Government, first responders and military officials work together in exercises that simulate emergency scenarios such as natural disasters, health threats and terrorist attacks to validate plans, training, etc., and identify areas for improvement.

Public Safety Canada provides oversight and guidance in the setting of exercise priorities and co-sponsors key activities with lead departments as per the National Exercise Program.

The National Exercise Program's objective is to continuously improve emergency management in Canada through the coordination of comprehensive whole-of-government all-hazards exercises of the national interest. The program includes:
•domestic and international exercises addressing all-hazards and major international events;
•establishment and implementation of a federal government lessons learned process to track ongoing capability and response activities improvement, and
•education and training related to exercise development methodology through a variety of means.

Training and Exercise programming contributes directly to strengthening the capability across all regions to respond to incidents of all types. The promotion of a common approach to emergency management, including the adoption of standards and best practices, aims to enhance the capabilities of Canada's emergency management community.","Le gouvernement, les premiers intervenants et les militaires compétents travaillent en commun à des exercices de simulation de situations d'urgence telles que des catastrophes naturelles, des menaces pour la santé ou des attaques terroristes.

Sécurité publique Canada assure une surveillance et donne une orientation dans le cadre de l'établissement des priorités des exercices, en plus de parrainer conjointement des activités clés avec les ministères responsables, conformément au Programme d'exercices nationaux.

Le Programme d'exercices nationaux a pour objectif d'améliorer continuellement la gestion des urgences au Canada par la coordination d'exercices pangouvernementaux « tous risques » complets qui présentent un intérêt national. Le programme comprend :
•des exercices nationaux et internationaux abordant les événements « tous risques » et les événements internationaux majeurs;
•l'établissement et la mise en œuvre d'un processus de leçons apprises du gouvernement fédéral destiné à faire le suivi de l'amélioration continue des activités relatives aux capacités et à l'intervention;
•des renseignements et une formation se rapportant à la méthode d'élaboration d'exercices par divers moyens.

Les programmes de formation et d'exercices contribuent directement à renforcer les capacités de l'ensemble des régions à intervenir à la suite d'incidents de tous genres. La promotion d'une approche commune en matière de gestion des urgences, y compris l'adoption de normes et de pratiques exemplaires, vise à renforcer les capacités de la communauté canadienne de la gestion des urgences.","enterprise,intern","mgnt,ppi",non,client,https://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/mrgnc-prprdnss/ntnl-xrcs-prgrm-en.aspx,https://www.securitepublique.gc.ca/cnt/mrgnc-mngmnt/mrgnc-prprdnss/ntnl-xrcs-prgrm-fr.aspx,Emergency Preparedness/Emergency Response/Recovery,Préparation aux urgences/Intervention d'urgence et rétablissement,2020-2021,in_auth,"for,intern_gov,NGO,PTC",N,N,NA,NA,not assessed,2020,2020,no_data,not_applicable,not_applicable,not_applicable,no_data,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,N,N,N,N,N,N,"eml,onl,person,tel",No application process for this service.,Aucune application pour ce service.
