fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,ident_platform,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,calls_received,web_visits_info_service,online_applications,telephone_applications,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2019-2020,1210,Personnel Psychology Centre: Executive Counselling Services,Centre de psychologie du personnel: Services de counselling aux cadres,Public Service Commission of Canada,Commission de la fonction publique du Canada,enterprise,"adv,hr",non,"Personalized services for executives through executive board preparation, consultation, coaching, mentoring and counselling services","Services personnalisés pour les cadres via la préparation d'entrevue pour des postes de cadres, consultation, coaching, mentorat et services de counselling",https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/human-resources-toolbox/personnel-psychology-centre/assessment-counselling-services/executive-counselling-services.html,https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/renseignements-intention-specialistes-ressources-humaines/centre-psychologie-personnel/services-evaluation-counselling/services-counselling-cadres-direction.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,,oth,"intern_gov,PTC",N,N,NA,NA,"eml,person,tel",0,6033,ND,0,0,ND,1780,N,N,N,NA,NA,NA,"eml,onl,person,tel","Telephone enquiries are not tracked. 1,780 applications received by Email.",Les demandes de renseignements téléphoniques ne sont pas suivies. 1 780 applications reçues via courrier électronique.
2019-2020,1372,Priority Entitlement: Support of medically released veterans with a priority entitlement,Droit de priorité: Soutien aux anciens combattants possédant un droit de priorité,Public Service Commission of Canada,Commission de la fonction publique du Canada,"extern,enterprise","adv,reg",non,Support veterans with a priority entitlement who are registered in the Priority Information Management System (PIMS) to find alternate employment,Soutenir les anciens combattants qui sont bénéficiaires de priorité et inscrits dans le système de gestion de l'information de priorité (SGIP) à trouver un autre emploi,https://www.canada.ca/en/public-service-commission/services/information-priority-administration/orientation-program-persons-priority-entitlement/maximizing-priority-entitlement/guide.html,https://www.canada.ca/fr/commission-fonction-publique/services/administration-priorites/programme-orientation-beneficiaires-priorite/maximiser-droit-priorite/guide.html,"Policy Direction and Support,Recruitment and Assessment Services","Soutien et orientation en matière de politiques,Services de recrutement et d'évaluation",,oth,"intern_gov,person",Y,N,NA,NA,"eml,fax,person,post,tel",0,2977,ND,325,0,0,660,N,N,N,N,N,N,"eml,onl,person,tel",Telephone enquiries are not tracked and 660 Email applications were submitted.,Il n'y a pas de suivi sur les demandes de renseignements téléphoniques et 660 demandes soumises par courriel.
2019-2020,1507,ATIP Consultative Services,Services consultatifs de l'AIPRP,Public Service Commission of Canada,Commission de la fonction publique du Canada,"enterprise,intern","adv,reg",non,Provide recommendations to GC stakeholders on the disclosure and non-disclosure of government held records and information in accordance with the Privacy Act (PA) and Access to Information Act (ATIA),"Formuler des recommandations aux intervenants du GC sur la divulgation et la non-divulgation des documents et des informations détenus par le gouvernement, conformément à la Loi sur la protection des renseignements personnels et à la Loi sur l'accès à l'information.",https://www.canada.ca/en/public-service-commission/corporate/about-us/access-information-privacy-office.html,https://www.canada.ca/fr/commission-fonction-publique/organisation/propos-nous/bureau-acces-information-protection-renseignements-personnels.html,Internal Services,Services internes,,oth,intern_gov,N,N,NA,NA,"eml,person,post,tel",0,ND,ND,0,0,33,94,NA,NA,NA,NA,NA,NA,"eml,person,post,tel",Telephone enquiries are not tracked. 94 Email requests received.,Les demandes de renseignements téléphoniques ne sont pas consignées. 94 demandes par courrier électronique soumises.
2019-2020,1183,Recruitment of Policy leaders (RPL): Recruitment options for managers,Recrutement de leaders en politiques: Options de recrutement pour les gestionnaires,Public Service Commission of Canada,Commission de la fonction publique du Canada,enterprise,hr,non,"Provide profiles of successful candidates, résumés and assessment results to hiring managers.","Fournir les profils des candidats reçus, les curriculum vitae et les résultats d'évaluation aux gestionnaires.",https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/recruitment-options-managers/graduate-general-recruitment/recruitment-policy-leaders-program.html,https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/options-recrutement-gestionnaires/recrutement-diplomes-recrutement-general/programme-recrutement-leaders-politiques.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,intern_gov,N,N,NA,NA,"eml,tel",0,1050,ND,0,ND,ND,60,N,N,N,N,N,N,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. 60 applications by Email.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. 60 applications via courrier électronique.
2019-2020,1179,Research Affiliate Program (RAP): Recruitment options for managers,Programme des adjoints de recherche: Options de recrutement pour les gestionnaires,Public Service Commission of Canada,Commission de la fonction publique du Canada,enterprise,"adv,hr",non,Provide online platform for managers to advertise research positions (PSRS),Fournir une plate-forme pour les gestionnaires pour l'affichage des postes de recherche (SRFP),https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/recruitment-options-managers/student-recruitment/research-affiliate-program.html,https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/options-recrutement-gestionnaires/recrutement-etudiants/programme-adjoints-recherche.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,intern_gov,N,N,N,N,onl,0,13675,165,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online applications are available. 165 posters per year.,Les demandes de renseignements téléphoniques sont suivies par  Service Canada. Seules les applications en ligne sont disponibles. 165 affiches par année.
2019-2020,1180,Post-Secondary Recruitment Program (PSR): Recruitment options for managers,Programme de recrutement postsecondaire: Options de recrutement pour les gestionnaires,Public Service Commission of Canada,Commission de la fonction publique du Canada,enterprise,hr,non,Provide inventory or pools of partially or fully assessed candidates,Fournir un inventaire ou des bassins de candidats partiellement ou complètement évalués,https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/recruitment-options-managers/graduate-general-recruitment/post-secondary-recruitment.html,https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/options-recrutement-gestionnaires/recrutement-diplomes-recrutement-general/recrutement-postsecondaire.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,intern_gov,N,N,N,N,onl,0,17662,1105,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online applications are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,1793,Research Affiliate Program (RAP): Job opportunities for post-secondary students,Programme des adjoints de recherche: Offres d'emploi pour les étudiants de niveau postsecondaire,Public Service Commission of Canada,Commission de la fonction publique du Canada,"extern,enterprise","adv,hr",non,Provide online application portal for candidates to the RAP through Public service jobs account,Fournir un portail de candidature en ligne pour les candidats au programme d'adjoints de recherche via le compte Emplois à la fonction publique,https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/students/research-affiliate-program/how-apply.html,https://www.canada.ca/fr/commission-fonction-publique/emplois/services/recrutement/etudiants/programme-adjoints-recherche/comment-postuler.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,"intern_gov,person",N,N,N,N,onl,0,82116,3030,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online services are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,1172,Federal Student Work Experience Program (FSWEP): Ongoing student recruitment inventory for hiring managers,Programme fédéral d'expérience de travail étudiant: Répertoire d'étudiants pour les gestionnaires,Public Service Commission of Canada,Commission de la fonction publique du Canada,enterprise,"adv,hr",non,Provide to departments and agencies an ongoing student recruitment inventory including an online request form,"Fournir aux ministères et aux organismes un inventaire permanent pour le recrutement d'étudiants, y compris un formulaire de demande en ligne",https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/recruitment-options-managers/student-recruitment/federal-student-work-experience-program.html,https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/options-recrutement-gestionnaires/recrutement-etudiants/programme-federal-experience-travail-etudiant.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,intern_gov,N,N,N,N,onl,0,45687,7084,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online applications are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,1794,Post-Secondary Recruitment Program (PSR): Job opportunities for college and university graduates,Programme de recrutement postsecondaire: Possibilités d'emploi pour les diplômés des collèges et des universités,Public Service Commission of Canada,Commission de la fonction publique du Canada,"extern,enterprise",hr,non,Provide online application portal for candidates to apply to the PSR inventory or specific job opportunities,Fournir un portail de candidature en ligne pour les candidats afin de postuler au répertoire du programme ou à des offres d'emploi spécifiques,https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/graduates/post-secondary-recruitment.html,https://www.canada.ca/fr/commission-fonction-publique/emplois/services/recrutement/diplomes/recrutement-postsecondaire.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,"intern_gov,person",N,N,N,N,onl,0,302208,30050,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online applications are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,1796,"Recruitment of Policy Leaders (RPL): Job opportunities for professionals, academics and scientists","Recrutement de leaders en politiques: Opportunités d'emplois pour les professionnels, diplômés universitaires et les scientifiques",Public Service Commission of Canada,Commission de la fonction publique du Canada,"extern,enterprise",hr,non,Provide online application portal for candidates to the RPL through Public service jobs account,Fournir un portail de candidature en ligne pour les candidats au programme par le biais du compte Emplois dans la fonction publique,https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/graduates/recruitment-policy-leaders.html,https://www.canada.ca/fr/commission-fonction-publique/emplois/services/recrutement/diplomes/recrutement-leaders-politiques.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,"intern_gov,person",N,N,N,N,onl,0,91807,2917,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,"eml,onl,tel",Telephone enquiries are tracked by Service Canada. Only online applications are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,1792,Federal Student Work Experience Program (FSWEP): Inventory of student employment opportunities in Public Service,Programme fédéral d'expérience de travail étudiant: Répertoire des possibilités d'emploi pour étudiants dans la fonction publique,Public Service Commission of Canada,Commission de la fonction publique du Canada,"extern,enterprise","adv,hr",non,Provide online application portal for students for a range of student job opportunities,Fournir un portail de mise en candidature en ligne pour des opportunités d'emplois étudiants,https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/students/federal-student-work-program.html,https://www.canada.ca/fr/commission-fonction-publique/emplois/services/recrutement/etudiants/programme-federal-experience-travail-etudiant.html,Recruitment and Assessment Services,Services de recrutement et d'évaluation,2019-2020,oth,"intern_gov,person",N,N,N,N,onl,0,648669,46808,ND,ND,ND,ND,Y,Y,Y,Y,Y,Y,oth,Telephone enquiries are tracked by Service Canada. Only online applications are available.,Les demandes de renseignements téléphoniques sont suivies par Service Canada. Seules les applications en ligne sont disponibles.
2019-2020,717,Public Enquiries,Demandes de renseignements du publique,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,extern,adv,prior,"ACOA’s public web site includes a contact page that offers the reader an opportunity to make inquiries via two separate channels – email or phone and provides contact information for its various offices throughout the Atlantic region. ACOA has a system in place to respond to web inquiries. ""Home Page Comments"" manager ensures inquiries are forwarded promptly to the responsible group or individuals for response.",Le site Web public de l'APECA comprend une page de contact qui offre au lecteur la possibilité de s'informer par deux voies distinctes - par courriel ou par téléphone - et fournit les coordonnées de ses divers bureaux dans la région. L'APECA a mis en place un système pour répondre aux demandes de renseignements sur le Web. Le gestionnaire des commentaires de la page d'accueil veille à ce que les demandes de renseignements soient transmises rapidement au groupe ou aux personnes responsables pour répondre.,http://www.acoa-apeca.gc.ca/eng/Pages/contactus.aspx,http://www.acoa-apeca.gc.ca/fra/Pages/CommuniquerAvecLAPECA.aspx,"Inclusive Communities,Diversified Communities,Research and Development and Commercialization,Innovation Ecosystem,Business Growth,Trade and Investment,Policy Research and Engagement,Internal Services","Collectivités inclusives,Collectivités diversifiées,Recherche-développement et commercialisation,Écosystème d'innovation,Croissance des entreprises,Commerce et investissement,Recherche stratégique et mobilisation,Services internes",2019-2020,,"econom,intern_gov,NGO,person,PTC",N,N,N,N,"eml,fax,onl,person,post,tel",0,39111,0,0,0,0,0,NA,NA,NA,NA,NA,Y,"eml,fax,onl,person,post,tel",This number is based on the number of visits to the Contact Us page and the Services and Information page.,"Ce chiffre est basé sur le nombre de visites de la page ""Contactez-nous"" et de la page ""Services et informations""."
2019-2020,694,Services to Businesses and Business Organizations,Services aux entreprises et aux organismes commerciaux,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,extern,"adv,gnc",prior,"ACOA assists small and medium-sized enterprise (SME) growth through direct financial assistance and indirectly to business support organizations. SMEs become more innovative by adopting new technologies and processes and pursuing new avenues for expansion and market diversification in order to compete and succeed in a global market. This is done through the delivery of programs and initiatives such as the Business Development Program (BDP), the Atlantic Innovation Fund (AIF), the Regional Economic Growth Through Innovation Program (REGI), the Canadian Experiences Fund (CEF), the Atlantic Trade and Investment Growth Strategy (ATIGS), the Canada Coal Transition Initiative (CCTI), the REGI Steel initiative and the Women Entrepreneurship Strategy Ecosystem Fund (WES).","L'APECA aide à la croissance des petites et moyennes entreprises (PME) par une aide financière directe et indirecte aux organismes de soutien aux entreprises. Les PME deviennent plus innovatrices en adoptant de nouvelles technologies et de nouveaux procédés et en explorant de nouvelles avenues d'expansion et de diversification des marchés afin d'être concurrentielles et de réussir dans un marché mondial. Pour ce faire, elle met en œuvre des programmes et des initiatives comme le Programme de développement des entreprises (PDE), le Fonds d'innovation de l'Atlantique (FIA), le Programme de croissance économique régionale par l'innovation (CERI), le Fonds pour les expériences canadienne (FEC), la Stratégie de croissance du commerce et de l'investissement au Canada Atlantique, l'Initiative canadienne de transition pour l'industrie du charbon (ICTC), le Fonds CERI pour l'industrie d'acier et la stratégie pour les femmes en entrepreneuriat - fonds pour l'écosystème.",http://www.acoa-apeca.gc.ca/eng/ImLookingFor/ProgramInformation/Pages/Home.aspx,http://www.acoa-apeca.gc.ca/fra/Jecherche/informationprogrammes/Pages/Home.aspx,"Research and Development and Commercialization,Innovation Ecosystem,Business Growth,Trade and Investment","Recherche-développement et commercialisation,Écosystème d'innovation,Croissance des entreprises,Commerce et investissement",2019-2020,,"econom,for,NGO,person,PTC",N,N,Y,N,"eml,fax,onl,person,post,tel",0,61183,0,0,0,1087,0,Y,Y,Y,N,Y,Y,"eml,onl,post","Client can access and fill out an application form online. However, the application form needs to be printed and submitted by postal mail, E-mail or Fax. It should be noted that as of April 2020, clients were able to fill out the application form and apply online.","Le client peut accéder et remplir un formulaire de demande en ligne. Toutefois, le formulaire de demande doit être imprimé et soumis par courrier postal, par courriel ou par télécopie. Il convient de noter qu'à partir d'avril 2020, les clients peuvent remplir le formulaire de demande et faire leur demande en ligne."
2019-2020,707,Services to Communities,Services aux collectivités,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,extern,"adv,gnc",prior,"Economic development in rural areas is challenged by the decline of traditional industries, population shifts and infrastructure issues. There is a need to support initiatives through strategic planning activities related to economic development of geographic regions and sectors of interest. ACOA works with Atlantic Canadian communities to make strategic investments that increase human capacity in the community, including:  skills development, SME ownership by target groups, training and coordination as well as to revitalize and strengthen rural community infrastructure by improving:  tourism-related events; trade shows; business meetings; training sessions; symposiums and conferences. This is done through the delivery of programs and initiatives such as the Business Development Program (BDP), the Regional Economic Growth Through Innovation Program (REGI), the Canadian Experiences Fund (CEF), the Canada Coal Transition Initiative (CCTI), the Economic Development Initiative (EDI), the Innovative Communities Fund (ICF) and the Atlantic Canada Tourism Partnership (ACTP).

ACOA also provides contributions to the Community Business Development Corporations (CBDCs) which are a network of community-based organizations that provide business loans, counselling and advice to SMEs and social enterprises in rural areas.","Le développement économique dans les zones rurales est entravé par le déclin des industries traditionnelles, les déplacements de population et les problèmes d'infrastructure. Il faut appuyer les initiatives par des activités de planification stratégique liées au développement économique des régions géographiques et des secteurs d'intérêt. L'APECA travaille avec les collectivités du Canada atlantique pour faire des investissements stratégiques qui accroissent la capacité humaine dans la collectivité, y compris le développement des compétences, l'appropriation des PME par les groupes cibles, la formation et la coordination, ainsi que pour revitaliser et renforcer l'infrastructure communautaire rurale en améliorant : événements touristiques, salons professionnels, réunions d'affaires, séances de formation, colloques et conférences. Pour ce faire, elle met en œuvre des programmes et des initiatives comme le Programme de développement des entreprises (PDE), le Programme de croissance économique régionale par l'innovation (CERI), le Fonds pour les expériences canadiennes (FEC), l'Initiative canadienne de transition pour l'industrie du charbon (ICTC), l'Initiative de développement économique (IDE), le Fonds des collectivités innovatrices (FCI) et le Partenariat touristique du Canada Atlantique (PTA).

L'APECA verse également des contributions aux Corporations au bénéfice du développement communautaire (CBDC), un réseau d'organismes communautaires qui offrent des prêts, des conseils et des avis aux PME et aux entreprises sociales des régions rurales.",,,"Inclusive Communities,Diversified Communities","Collectivités inclusives,Collectivités diversifiées",2019-2020,,"econom,NGO,PTC",N,N,Y,N,"eml,fax,onl,person,post,tel",0,9457,0,0,0,685,0,Y,Y,Y,N,Y,Y,"eml,onl,post","Client can access and fill out an application form online. However, the application form needs to be printed and submitted by postal mail, E-mail or Fax. It should be noted that as of April 2020, clients were able to fill out the application form and apply online.","Le client peut accéder et remplir un formulaire de demande en ligne. Toutefois, le formulaire de demande doit être imprimé et soumis par courrier postal, par courriel ou par télécopie. Il convient de noter qu'à partir d'avril 2020, les clients peuvent remplir le formulaire de demande et faire leur demande en ligne."
2019-2020,716,Canada Business Network,Réseau Entreprises Canada,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,"extern,intern",adv,prior,"Canada Business Network, provides a range of information on government services to businesses. It is  a one-stop shop for government programs and contributes to sound business planning, market research and use of strategic business information.","Réseau Entreprises Canada, fournit aux entreprises toute une gamme de renseignements sur les services gouvernementaux à destinations des entreprises. Il s'agit d'un guichet unique pour les programmes gouvernementaux et il contribue à une saine planification des activités, aux études de marché et à l'utilisation de renseignements commerciaux stratégiques.",https://www.canada.ca/en/atlantic-canada-opportunities/services/bis.html,https://www.canada.ca/fr/promotion-economique-canada-atlantique/services/sie.html,"Inclusive Communities,Diversified Communities,Research and Development and Commercialization,Innovation Ecosystem,Business Growth,Trade and Investment,Policy Research and Engagement","Collectivités inclusives,Collectivités diversifiées,Recherche-développement et commercialisation,Écosystème d'innovation,Croissance des entreprises,Commerce et investissement,Recherche stratégique et mobilisation",2019-2020,,"econom,for,NGO,person,PTC",Y,N,NA,NA,"eml,fax,onl,oth,person,post,tel",1111,0,0,108,0,970,0,NA,NA,NA,NA,NA,NA,"eml,fax,onl,person,post,tel","A total of 1111 phone inquiries, by email 970, walk in 108. There was no public-facing website/web page for Business Information Services in 2019-2020. The previous Canada Business Network website that used to the hosted by Innovation, Science and Economic Development Canada was retired in late 2018. The new web page for Business Information Services on the Atlantic Canada Opportunities Agency website went up in October 2020.","Au total, 1111 demandes de renseignements téléphoniques, 970 par courriel, 108 par téléphone. En 2019-2020, il n'y avait pas de site web ou de page web destinés au public pour les services d'information aux entreprises. L'ancien site web du Réseau Entreprises Canada, qui était hébergé par Innovation, Science et Développement économique Canada, a été mis à la retraite à la fin de 2018. La nouvelle page web des Services d'information aux entreprises du site de l'Agence de promotion économique du Canada atlantique a été mise en ligne en octobre 2020."
2019-2020,712,Registry Services,Services de greffe,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,extern,"adv,reg",non,"This service works closely with tribunal chairs and members to ensure that matters before a tribunal can be heard and disposed of in a timely and efficient manner and within statutory obligations. Services include: processing tribunal documents; maintaining and safeguarding tribunal records; providing information to the public regarding tribunal procedures; assisting in the scheduling and proceedings of tribunal hearings; and, assisting in communicating tribunal decisions to the parties and the public. These services are provided by ATSSC employees such as registry and case file experts.","Ce service travaille en étroite collaboration avec les présidents et les membres afin de s’assurer que les causes soumises à un tribunal peuvent être entendues et réglées en temps opportun et de manière efficace, tout en se conformant aux termes et obligations prévues par la loi. Les services comprennent : le traitement des documents des tribunaux; la tenue et la sauvegarde des dossiers des tribunaux; fournir de l’information au public concernant les procédures des tribunaux; aider dans la préparation du calendrier et la tenue des audiences des tribunaux; et, fournir un support quant à la communication des décisions des tribunaux aux parties et au public. Ces services sont fournis par les employés du SCDATA, tels que les experts en services de greffe et des dossiers des tribunaux.",,,Registry Services,Service de greffe,,,"intern_gov,person",N,N,NA,NA,"eml,fax,onl,oth,person,post,tel",ND,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eml,fax,onl,oth,person,post,tel","The ATSSC supports 11 tribunals with different mandates, each operating under different statutes, regulations and rules. Each tribunal operates separately from other tribunals. Consequently, there are no universal statistics to report.","Le SCDATA appuie 11 tribunaux ayant des mandats distincts, chacun fonctionnant en vertu de lois, de règles et des règlements différents. Chaque tribunal travaille de manière indépendante par rapport aux autres tribunaux. Par conséquent, il y a aucunes statistiques uiniverselles à signaler."
2019-2020,1724,Jacob Finkelman Library,Bibliothèque Jacob Finkelman,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,extern,adv,non,"The library provides reference assistance, interlibrary loans, access to decisions, and RSS feeds.","La bibliothèque fournit des services de référence, des prêts inter-bibliothèques, un accès aux décisions et des sources RSS.",http://pslreb.web5.stage.atssc-scdata.gc.ca/en/resources/library.html?zoom_highlight=library,http://pslreb.web5.stage.atssc-scdata.gc.ca/fr/ressources/bibliotheque.html,Legal Services,Services juridiques,,,"intern_gov,NGO,person",N,N,N,N,"eml,fax,person,post,tel",ND,ND,ND,0,0,0,0,NA,NA,NA,NA,NA,NA,"eml,person,post,tel",Statistics are not kept for those enquiries.,Les statistiques ne sont pas compilées pour ces demandes.
2019-2020,1725,Social Security Tribunal Secretariat Call Centre,Centre d'appels du secrétariat du Tribunal de la sécurité sociale,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,extern,comm,prior,"A toll-free telephone service for parties, and the general public, to obtain general information and answers to specific questions about active appeals.","Un service téléphonique sans frais pour des parties prenantes, et des Canadiens/iennes, pour obtenir de l'information general et des réponses à des questions précises sur des appels en cours.",https://www1.canada.ca/en/sst/cu.html,https://www1.canada.ca/fr/tss/cn.html,Registry Services,Service de greffe,,,person,Y,N,NA,NA,tel,17045,0,ND,0,ND,ND,ND,NA,NA,NA,NA,NA,NA,"eml,fax,onl,oth,person,post,tel",The SST Call Centre collects data on in-coming call volumes; language of call; section/division of inquiry; and type of call. This data is for internal use only and is not shared.,Le centre d'appels TSS collecte des données sur les volumes d'appels entrants; langue d'appel; section / division de l'enquête; et type d'appel. Ces données sont uniquement destinées à un usage interne et ne sont pas partagées.
2019-2020,2018,General Inquiries,Demandes générales,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,extern,comm,non,"The ATSSC hotline is a publicly available voice message inbox that has the capacity to store up to 5 new messages. Additionally, there is a general inquiry email address.","La messagerie vocale du SCDATA est accessble au public et aux membres des organisations médiatiques qui a la capacité d'enregistrer 5 nouveaux messages. En outre, il existe une adresse électronique pour les demandes de renseignements généraux.",https://www.canada.ca/en/administrative-tribunals-support-service/contact.html,https://www.canada.ca/fr/service-canadien-appui-tribunaux-administratifs/coordonnees.html,Internal Services,Services internes,,,person,Y,N,NA,NA,"eml,fax,tel",0,0,ND,0,ND,ND,0,N,N,N,N,N,N,,ATSSC General Inquiries does not currently systematically track statistics related to its provision of services.,Demandes générales SCDATA ne capte pas présentement de façon systématique les statistiques reliés à sa livraison de services.
2019-2020,849,Media relations,Relations médias,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,extern,comm,prior,CED responds to media inquiries.,DEC répond aux demandes d'information des médias.,https://www.dec-ced.gc.ca/eng/contact/index.html,https://www.dec-ced.gc.ca/fra/contact/index.html,Internal Services,Services internes,,,"econom,NGO",Y,N,NA,NA,oth,ND,ND,ND,ND,ND,ND,61,NA,NA,N,NA,NA,NA,,CED received 61 media request in 2019-2020. Requests from the media can be received either by phone or by email (not through the Web site). The number of requests received by one is these entry points versus the other is not monitored.,DEC a reçu 61 demandes médias en 2019-2020. Les demandes des médias peuvent être reçues par téléphone ou par courriel (pas par le site web). Le nombre de demandes reçues par l'un de ces points d'entrée par opposition à l'autre n'est pas comptabilisé.
