fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2016-2017,1341,Merchant Seamen Compensation Act (MServCanA),Loi sur l’indemnisation des marins marchands (Mon dossier Service Canada),Employment and Social Development Canada,Emploi et Développement social Canada,extern,res,non,"(MServCanA) provides compensation benefits to merchant seamen engaged in a foreign voyage or home-trade voyage, not otherwise covered under a federal or provincial workers' compensation statute.",La Loi sur l’indemnisation des marins marchands (Mon dossier Service Canada) fournit des prestations d'indemnité aux marins marchands mobilisés dans le cadre d'un voyage à l'étranger ou d'un voyage de cabotage et qui se sont pas couverts par une autre loi fédérale ou provinciale d’indemnisation des travailleurs.,,,Labour (Workplace Health and Safety),Travail (Santé et sécurité au travail),NA,"econom,person",NA,N,N,ND,ND,0,0,0,0,0,0,NA,N,Y,N,N,N,,,
2016-2017,1383,Administration of the Corrections and Conditional Release Regulations,Application du Règlement sur le système correctionnel et la mise en liberté sous condition,Employment and Social Development Canada,Emploi et Développement social Canada,enterprise,hr,non,"If a claim is admitted by CSC, FWCS will examine the claim, make an assessment if the claimant has a disability and if so, FWCS will determine the degree of permanency of the disability in accordance with the disability rating schedule and policies in place at the time the disability is assessed. Once FWCS has assessed and evaluated the injury, FWCS will send all the information it obtained concerning the claim along with a report of its assessment to CSC for their review and final decision.","Dans le cas où le prestataire a une invalidité, le Service fédéral d’indemnisation des accidentés du travail détermine le degré de permanence de l'invalidité conformément à la fiche d'évaluation des invalidités et aux politiques en place au moment de l'évaluation de l'invalidité. Une fois que le Service s évalué la blessure, il envoit  toute l’information recueillie sur la réclamation et un rapport de son évaluation au SCC aux fins d’examen et de prise de décision finale.",,,Federal Workers' Compensation Program,Programme fédéral d’indemnisation des accidentés du travail,NA,intern_gov,NA,N,NA,ND,ND,0,0,0,0,0,0,NA,N,N,N,N,N,,,
2016-2017,1375,Legislated Employment Equity Program (LEEP),Programme légiféré d’équité en matière d’emploi,Employment and Social Development Canada,Emploi et Développement social Canada,extern,reg,non,"This service helps employers being regulated ensure that they are compliant with the Employment Equity Act, and it helps the four designated employment equity groups (women, Aboriginal peoples, persons with disabilities and members of visible minorities) ensure that they are fairly represented in the workplace. 

Notes on Volumes:

Online: Number of annual reports received from employers online or through email. We do not receive reports by any other means.","Ce service aide les employeurs sous réglementation fédérale à s'assurer de leur conformité à la Loi sur l'équité en matière d'emploi, et il aide les quatre groupes visés par l’équité en matière d’emploi (femmes, Autochtones, personnes handicapées et membres d’un groupe de minorité visible) à veiller à ce qu'ils soient correctement représentés dans le milieu de travail.

Notes sur les volumes:

En ligne : Nombre de rapports annuels d'employeurs reçus en ligne ou par courriel. Nous ne recevons pas de rapport par d'autres modes de prestation de services.",,,"Labour
(Workplace Equity)",Travail  (Équité en milieu de travail),NA,"econom,person",NA,N,N,ND,ND,0,0,0,0,0,486,Y,N,Y,Y,Y,Y,,,
2016-2017,1376,Federal Contractors Program (FCP),Programme de contrats fédéraux,Employment and Social Development Canada,Emploi et Développement social Canada,extern,reg,non,"This service helps employers who are awarded federal government contracts ensure that they are compliant with Treasury Board’s Contracting Policy, and it helps the four designated employment equity groups (women, Aboriginal peoples, persons with disabilities and members of visible minorities) ensure that they are fairly represented in the workplace. 

Notes on Volumes:

Online: Number of annual reports received from employers online or through email. We do not receive reports by any other means.","Ce service aide les employeurs qui se sont vu octroyer des contrats du gouvernement fédéral à s'assurer de leur conformité à la Politique sur les marchés du Conseil du Trésor, et il aide les quatre groupes visés par l’équité en matière d’emploi (femmes, Autochtones, personnes handicapées et membres d’un groupe de minorité visible) à s'assurer qu'ils soient correctement représentés dans le milieu de travail.

Notes sur les volumes:

En ligne : Nombre de rapports annuels d'employeurs reçus en ligne ou par courriel. Nous ne recevons pas de rapport par d'autres modes de prestation de services.",,,"Labour
(Workplace Equity)",Travail  (Équité en milieu de travail),NA,"econom,person",NA,N,Y,ND,ND,0,0,0,0,0,280,Y,N,Y,Y,Y,Y,,,
2016-2017,1374,Labour Standards,Normes du travail,Employment and Social Development Canada,Emploi et Développement social Canada,extern,reg,crit,"The Labour Standards program sets conditions of employment for employees and employers under federal jurisdiction. These standards include, but are not limited to, provisions on hours of work, minimum wages, vacation and general holidays, termination notice, severance pay, unjust dismissal and various types of leave.  Services provided include the treatment of monetary and non-monetary complaints as well as those related to genetic discrimination and unjust dismissal. For employers, services include treatment of requests for excess hours permits or waivers of group termination of employment provisions.

Notes on Volumes:

Telephone: Phone calls/enquiries","Le Programme des normes du travail établit les conditions d'emploi pour les employés et les employeurs sous réglementation fédérale. Ces normes incluent entre autres les dispositions sur les heures de travail, le salaire minimum, les vacances et les journées fériées, les avis de cessation d'emploi, l'indemnité de cessation d'emploi, les congédiements injustes et divers types de congés. Les services offerts comprennent le traitement des plaintes monétaires et non monétaires ainsi que des plaintes liées à la discrimination génétique et au congédiement injuste. Pour les employeurs, les services comprennent le traitement des demandes de dérogation pour dépassement du temps maximal de travail ou pour l'abolition des dispositions sur les mises à pied massives.

Notes sur les volumes:

Par téléphone : Appels téléphoniques/demandes de renseignements",,,"Labour 
(Labour Standards)",Travail (Normes du travail),NA,"econom,person",NA,N,N,ND,ND,0,0,16277,48,4000,0,N,N,N,N,N,N,,,
2016-2017,1334,Canadian Occupational Projection System (COPS),Système de projection des professions au Canada (SPPC),Employment and Social Development Canada,Emploi et Développement social Canada,extern,adv,non,"ESDC uses the models of the COPS and the National Occupational Classification (NOC, 2011 version) to develop projections of future trends in the numbers of job openings and job seekers by occupation at the national level. The projections allow for identifying those occupations that may face labour shortage or labour surplus conditions over the medium term. 

Notes on Volumes:

Online: In 2016-17, the COPS website had 58,000 unique visitors. Additional users have consulted COPS information via the Job Bank website, which had 28 million new visitors in 2016-17. 

Note on Estimated % of the service completed online:

0% should read as N/A. COPS website is only to provide labour market information; account registration is not required for this service

Users can ask questions or give comments via a generic Email address. Analysts of the COPS group answer questions and comments as soon as possible.","EDSC utilise les modèles du SPPC et de la Classification nationale des professions (CNP, version 2011) afin d'élaborer les prévisions des tendances à venir quant au nombre d'emplois disponibles et de chercheurs d'emploi par profession à l'échelle nationale. Les prévisions permettent de cerner les professions qui pourraient connaître une pénurie de main-d'oeuvre à court terme ou des surplus de main-d'oeuvre à moyen terme.

Notes sur les volumes:

En ligne : En 2016-2017, le site Web du SPPC a eu 58 000 visiteurs uniques. Les utilisateurs supplémentaires ont consulté l'information du SPPC au moyen du site Guichet-Emplois, qui a eu 28 millions de nouveaux visiteurs en 2016-2017. 

Note sur le % estimé du service complété en ligne: 

0% devrait lire NA. Le site Web du SPPC fournit uniquement de l'information sur le marché du travail; il n'est pas nécessaire de s'inscrire pour accéder à ce service. 

Les utilisateurs peuvent poser des questions ou formuler des commentaires en les envoyant à l'adresse courriel générique. Les analystes du groupe du SPPC répondent aux questions et aux commentaires le plus tôt possible.",,,Canadian Occupational Projection System (COPS),Système de projections des professions au Canada (SPPC),NA,"econom,for,intern_gov,NGO,person,PTC",NA,N,NA,ND,ND,0,58000,0,0,0,0,NA,NA,NA,NA,NA,NA,,,
2016-2017,1331,Canada Disability Savings Grant and Canada Disability Savings Bond,Subvention canadienne pour l’épargne-invalidité et Bon canadien pour l’épargne-invalidité,Employment and Social Development Canada,Emploi et Développement social Canada,extern,adv,non,"This is a Tier 2 service (1-800 O-Canada is Tier 1) where individuals and organizations can inquire about the Canada Disability Savings Grant and/or Bond.

Notes on Volumes:

Online: Email correspondence","Il s'agit d'un service de deuxième pallier (le 1-800 O-Canada est un service de premier pallier) pour lequel les particuliers et les organisations peuvent demander des renseignements sur la Subvention canadienne pour l’épargne-invalidité ou le Bon canadien pour l’épargne-invalidité.

Notes sur les volumes:

En ligne : Correspondance par courriel",,,Canada Disability Savings Program,Programme canadien pour l’épargne-invalidité,NA,person,NA,N,NA,ND,ND,0,0,35517,0,52,652,NA,NA,NA,NA,NA,Y,,,
2016-2017,1373,Federal Mediation and Conciliation Service (FMCS),Service fédéral de médiation et de conciliation,Employment and Social Development Canada,Emploi et Développement social Canada,extern,reg,crit,"Provides assistance to unions and employers under the jurisdiction of the Canada Labour Code for the prevention and resolution of disputes. Services offered include dispute prevention services, including training workshops on collective bargaining and joint conflict resolution (relationship development); and dispute resolution services, including assistance from conciliation, grievance and mediation officers and the appointment of arbitrators.","Offre une aide aux syndicats et aux employeurs visés par le Code canadien du travail pour la prévention et le règlement des conflits. Parmi les services offerts, il y a les services de prévention des conflits, comme des ateliers de formation sur la négociation de conventions collectives et la résolution conjointe des conflits (développer une relation) et les services de résolution des conflits, comme l'aide d'agents de conciliation, de grief et de médiation et la nomination d'arbitres.",https://www.canada.ca/en/employment-social-development/services/labour-relations.html,https://www.canada.ca/fr/emploi-developpement-social/services/relations-travail.html,Labour Relations,Relations de travail,NA,econom,NA,N,N,NA,ND,0,0,0,257,758,0,NA,NA,NA,NA,NA,NA,non,,
2016-2017,1244,Merger review - Competition Law Enforcement,Examen des fusions - Application du droit de la concurrence,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"Under the Competition Act, mergers of all sizes and in all sectors of the economy are subject to review by the Commissioner of Competition to determine whether they will likely result in a substantial lessening or prevention of competition. The Commissioner of Competition must be notified of all mergers that exceed certain size thresholds prior to completion. Failure to notify is a criminal offence.","En vertu de la Loi sur la concurrence, les fusions de toutes tailles et dans tous les secteurs de l'économie sont assujetties à l'examen du commissaire de la concurrence afin de déterminer si elles sont susceptibles de réduire ou d'empêcher sensiblement la concurrence. Le commissaire de la concurrence doit être avisé de toutes les fusions qui dépassent certains seuils de taille avant leur réalisation. Le défaut d'aviser constitue une infraction criminelle.",,,Competition Law Enforcement,Application du droit de la concurrence,NA,econom,NA,Y,N,ND,ND,216,0,0,0,1,0,N,N,Y,Y,Y,Y,,,
2016-2017,1246,Information Centre - Law enforcement,Centre d'information - Application de la loi,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,adv,non,The Information Centre is responsible for providing information on the laws under the Competition Bureau's jurisdiction and for capturing complaints that may lead to formal investigations.,Le Centre d'information est chargé de fournir de l'information sur les lois relevant de la compétence du Bureau de la concurrence et de recueillir les plaintes pouvant mener à des enquêtes officielles.,,,Competition Law Enforcement,Application du droit de la concurrence,NA,person,NA,N,Y,ND,ND,4554,0,6389,0,146,0,NA,N,NA,NA,NA,Y,,,
2016-2017,1248,CA Identification Number Application and updates,Numéro d'identification CA Demande et mises à jour,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"A CA Identification Number is issued by the Competition Bureau upon request. Only Canadian manufacturers, processors or finishers of a textile fibre product or Canadians engaged in the business of importing or selling any textile fibre product are allowed to register for a CA Identification Number. Such dealers are not required to have a CA Identification Number but they may use it in place of their name and address on the label of consumer textile articles.","Un numéro d'identification CA est émis par le Bureau de la concurrence sur demande. Seuls les fabricants, les transformateurs ou les finisseurs canadiens d'un produit de fibres textiles ou les Canadiens qui importent ou vendent des produits de fibres textiles sont autorisés à s'inscrire pour obtenir un numéro d'identification CA. Ces distributeurs ne sont pas tenus d'avoir un numéro d'identification CA, mais ils peuvent l'utiliser à la place de leur nom et de leur adresse sur l'étiquette des articles textiles de consommation.",,,Competition Law Enforcement,Application du droit de la concurrence,NA,econom,NA,Y,N,ND,ND,945,0,0,0,24,0,NA,N,Y,Y,Y,Y,,,
2016-2017,1250,Written Opinions,Opinions écrites,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,adv,non,"The Commissioner has the discretion, on request from any person, to provide a binding written opinion on the applicability of one or more provisions of the Competition Act or regulations to a proposed practice or conduct. Written Opinions are binding on the Commissioner if all the material facts have been submitted, are accurate, and remain substantially unchanged. The Commissioner has the sole discretion to decline to issue a Written Opinion.","Le commissaire est habilité à produire, pour quiconque en fait la demande, un avis écrit contraignant sur l'applicabilité d'une ou de plusieurs dispositions de la Loi sur la concurrence ou des règlements à une pratique ou un comportement envisagés. Un avis écrit lie le commissaire dans la mesure où tous les faits importants lui ont été communiqués, sont exacts et ne font l'objet d'aucun changement important. Seul le commissaire est habilité à refuser de produire un avis écrit.",,,Competition Law Enforcement,Application du droit de la concurrence,NA,econom,NA,Y,N,ND,ND,0,0,0,0,19,0,NA,NA,Y,Y,NA,Y,,,
2016-2017,1267,Grant patents rights,Délivrer des droits de brevets,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Grant patent rights in accordance with the legislative IP framework,Délivrer les droits de brevet conformément au cadre législatif en matière de propriété intellectuelle.,,,Intellectual Property,Propriété intellectuelle,NA,econom,NA,Y,N,ND,ND,30783,0,0,0,6514,0,Y,Y,Y,N,N,Y,,,
2016-2017,1258,Register trademark rights,Enregistrer les droits de marque,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Register trademark rights in accordance with the IP legislative framework,Enregistrer les droits de marque conformément au cadre législatif sur la PI.,,,Intellectual Property,Propriété intellectuelle,NA,econom,NA,Y,N,ND,ND,54078,0,0,0,1189,0,Y,Y,Y,N,N,Y,,,
2016-2017,1255,Register copyrights,Enregistrer les droits d'auteur,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Register copyrights in accordance with the IP legislative framework,Enregistrer les droits d'auteur conformément au cadre législatif de la PI.,,,Intellectual Property,Propriété intellectuelle,NA,econom,NA,Y,N,ND,ND,8437,0,0,0,313,0,Y,Y,Y,Y,N,Y,,,
2016-2017,1253,Register industrial designs,enregistrement d’un dessin industriel,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Register industrial design rights in accordance with the IP legislative framework,Enregistrer les droits sur les dessins et modèles industriels conformément au cadre législatif en matière de propriété intellectuelle.,,,Intellectual Property,Propriété intellectuelle,NA,econom,NA,Y,N,ND,ND,1752,0,0,0,4389,0,Y,Y,Y,Y,N,Y,,,
2016-2017,1332,Web Services Centre,Centre de services Web,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,adv,prior,"As part of its services, CMB provides corporate contact centre services to citizens and the international community in support of ISED programs and services advertised via www.ic.gc.ca and www.canada.ca.","Dans le cadre de ses services, la DGCM offre aux citoyens et à la communauté internationale des services de centres de contact d'entreprise à l'appui des programmes et des services ISDE annoncés par l'entremise des sites Web suivants: http://www.ic.gc.ca/eic/site/icgc.nsf/fra/accueil et https://www.canada.ca/fr.html",,,Internal Services,Services internes,NA,"econom,NGO,person",NA,N,Y,ND,ND,9166,0,20575,0,8,0,NA,NA,NA,NA,NA,Y,,,
2016-2017,ic - 10,Automotive Supplier Innovation Program,Programme d'innovation pour les fournisseurs du secteur de l'automobile,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,"The Automotive Supplier Innovation Program helps Canadian automotive suppliers gain a competitive edge through new innovative products and processes. The program will help research and development projects to become commercially viable by supporting product development and technology demonstration on a cost-shared basis with participating firms. The Automotive Supplier Innovation Program is a complement existing initiatives supporting the automotive sector, such as the Automotive Innovation Fund, by strengthening Canada's parts supply base and creating a favourable environment for automotive research and development, while providing firms with new opportunities to enter global supply chains.","Le Programme d'innovation pour les fournisseurs du secteur de l'automobile aide les fournisseurs canadiens à acquérir un avantage concurrentiel grâce à de nouveaux produits et processus innovateurs. Le programme aidera les projets de recherche et de développement à devenir commercialement viables en appuyant le développement de produits et la démonstration de technologies sur une base de partage des coûts avec les entreprises participantes. Le Programme d'innovation pour les fournisseurs du secteur de l'automobile est un complément aux initiatives existantes qui appuient le secteur de l'automobile, comme le Fonds d'innovation pour le secteur de l'automobile, en renforçant la base d'approvisionnement en pièces au Canada et en créant un environnement favorable à la recherche et au développement dans le secteur de l'automobile, tout en offrant aux entreprises de nouvelles possibilités d'entrer dans les chaînes d'approvisionnement mondiales.",,,Automotive Innovation,Innovation automobile,NA,econom,NA,N,Y,ND,ND,62,0,67,36,0,0,N,N,Y,N,Y,N,,,
2016-2017,ic - 11,Automotive Innovation Fund,Fonds d'innovation pour le secteur de l'automobile,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,"The Automotive Innovation Fund (AIF), supports automotive firms' strategic, large-scale research and development (R&D) projects to build innovative, greener, more fuel-efficient vehicles.","Le Fonds d'innovation pour le secteur automobile (FIA) appuie les projets stratégiques de recherche et de développement (R-D) à grande échelle des entreprises du secteur de l'automobile afin de construire des véhicules novateurs, plus écologiques et plus éconergétiques.",,,Automotive Innovation,Innovation automobile,NA,econom,NA,N,Y,ND,ND,3,0,0,0,0,0,N,N,N,N,Y,N,,,
2016-2017,ic - 12,Strategic Aerospace and Defence Initiative (SADI),Initiative stratégique pour l'aérospatiale et la défense (ISAD),"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,"SADI provides repayable contributions to support research and development (R&D) projects in the aerospace, space, defence and security (A&D) sectors. SADI is available to firms of all sizes to support product, service or process innovation.","L'ISAD fournit des contributions remboursables pour appuyer les projets de recherche et développement (R-D) dans les secteurs de l'aérospatiale, de l'espace, de la défense et de la sécurité. L'ISAD est à la disposition des entreprises de toutes tailles pour soutenir l'innovation en matière de produits, de services ou de processus.",,,Aerospace and Defense Innovation,Innovation dans le domaine de l'aérospatiale et de la défense,NA,econom,NA,N,Y,ND,ND,55,0,170,0,0,0,N,N,N,Y,Y,N,,,
2016-2017,ic - 13,Technology Demonstration Program (TDP),Programme de démonstration de technologies (PDT),"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,"TDP provides non-repayable contributions to support large scale technology demonstration projects  in the aerospace, space, defence and security (A&D) sectors. TDP is available to OEMs or Tier 1 corporations.","Le PDT fournit des contributions non remboursables à l'appui de projets de démonstration technologique à grande échelle dans les secteurs de l'aérospatiale, de l'espace, de la défense et de la sécurité. TDP est disponible pour les OEM ou les sociétés de niveau 1.",,,Aerospace and Defense Innovation,Innovation dans le domaine de l'aérospatiale et de la défense,NA,econom,NA,N,Y,ND,ND,11,0,17,0,0,0,N,N,N,Y,Y,N,,,
2016-2017,ic - 14,Canada Business Network,Réseau Entreprises Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,"The Canada Business Network (CBN) is a curator of information and advisory services for entrepreneurs and small businesses seeking federal, provincial and territorial programs, services, permits, licences and regulations to start, manage and grow a business.","Le Réseau Entreprises Canada (RCC) est un conservateur de l'information et des services consultatifs pour les entrepreneurs et les petites entreprises à la recherche de programmes, de services, de permis, de licences et de règlements fédéraux, provinciaux et territoriaux pour démarrer, gérer et faire croître une entreprise.",,,Service for Business,Service aux entreprises,NA,econom,NA,N,N,ND,ND,0,0,0,0,0,0,NA,NA,NA,NA,NA,Y,,,
2016-2017,1333,BizPaL,PerLE,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,res,non,BizPaL is an online service that provides entrepreneurs with tailored information on the permits and licences they need to start and operate their business. The BizPaL servrice operates as a standalone website and as a web service that is repurposed on over 400 websites that serve small businesses and entrepreneurs.,"PerLE est un service en ligne qui simplifie les procédures d’obtention de permis et de licences et les autres formalités de conformité à la réglementation des entreprises pour les entrepreneurs, les gouvernements et les tiers qui fournissent des services aux entreprises. Le service a pour buts principaux de réduire le temps de recherche documentaire et d’aider les entrepreneurs à lancer leur entreprise plus rapidement.",,,Service for Business,Service aux entreprises,NA,econom,NA,N,N,ND,ND,0,0,0,0,0,0,NA,NA,NA,NA,NA,Y,,,
2016-2017,ic - 16,"Process annual return, change of directors and registered office for federal corporations  (CBCA et NFP Act)","Traiter les rapport annuels, les changements d'administrateurs et d'adresse du siège social pour les sociétés de régime fédéral (LCSA/Loi BNL)","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Business corporations and not-for-profit corporations are required to file an Annual Return every year with Corporations Canada. They also have to update their information regarding the directors and the registered office address.,Les sociétés par actions et les organisations à but non lucratif de régime fédéral doivent déposer un rapport annuel chaque année auprès de Corporations Canada.  Elles doivent aussi mettre à jour les renseignements concernant les administrateurs et l'adresse du siège social auprès de Corporations Canada.,,,Federal Incorporations,Incorporation de régime fédéral,NA,"econom,NGO",NA,Y,Y,ND,ND,305241,0,0,0,8323,0,Y,Y,Y,Y,Y,Y,,,
2016-2017,ic - 17,Review of Arrangements and exemption applications for federal corporation  (CBCA and NFP Act),Analyse des plans d'arrangement et des demandes de dispenses pour les sociétés de régime fédéral  (LCSA et Loi BNL),"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,Corporations Canada reviews the arrangement plans to ensure that the interests of other interested parties are considered and that the principles underlying the CBCA or the NFP Act are respected. Exemption applications are reviewed to ensure that competing interests are balanced and that the principles underlying the CBCA or the NFP Act are respected.,Corporations Canada analyse les plans d'arrangement pour s'assurer que les intérêts des autres parties intéressées sont pris en considération et que les principes qui sous-tendent la LCSA ou la Loi BNL sont respectés. Les demandes de dispenses sont analysées pour s'assurer que les intérêts divergents sont équilibrés et que les principes qui sous-tendent la LCSA ou la Loi BNL sont respectés.,,,Federal Incorporations,Incorporation de régime fédéral,NA,"econom,NGO",NA,Y,Y,ND,ND,0,0,0,0,125,0,Y,N,N,N,N,N,,,
2016-2017,ic - 18,Provide compliance and existence certificates for federal corporations - (CBCA and NFP Act),Délivrer des certificats de conformité et des certificat d'existence pour les sociétés de régime fédéral (LCSA et Loi BNL),"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"Corporations Canada processes requests for Certificate of Compliance and for Certificate of Existence.  A Certificatae of Compliance certifies that a particular federal corporation exists, has filed the required Annual Return and has paid all required fees. A Certificate of Existence certifies that the corporation: exists on a specific date or existed during a specific period. Corporations Canada also provides copies of documents that are required to be sent under an act it administers.","Corporations Canada traite les demandes de Certificats de conformité et de Certificat d'existence. Un Certificat de conformité atteste qu'une société de régime fédéral donné existe, qu'elle a déposé les rapports annuels requis et acquitté tous les droits prescrits. Un Certificat d'existence certifie que la société existait à une date précise ou existait pendant une période précise. Corporations Canada fournit également des copies de documents dont l'envoi est requis en vertu des lois qu'il administre.",,,Federal Incorporations,Incorporation de régime fédéral,NA,"econom,NGO",NA,Y,Y,ND,ND,18699,0,0,0,64,0,N,N,Y,Y,Y,Y,,,
2016-2017,1235,"Issue certificates of incorporations, amendment and dissolution (NFP Act and CBCA)","Délivrer des certificats de constitution, de modification et de dissolution (LCSA et Loi BNL).","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,Corporations Canada processes applications and issues certificates for federal business corporations and Not-for-Profit corporations.,Corporations Canada traite les demandes et délivre des certificats pour les sociétés par actions et les organisations à but non lucratif de régime fédéral.,,,Federal Incorporations,Incorporation de régime fédéral,NA,"econom,NGO",NA,Y,Y,ND,ND,68584,0,0,0,1512,0,Y,Y,Y,Y,Y,Y,,,
2016-2017,1211,Measuring Device Prototype Approvals,Approbation des prototypes d'appareils de mesure,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"All prototype measuring devices (e.g., gas pumps, scales, electricity meters, natural gas meters) intended for use in measurement-based financial transactions (trade measurement) must be evaluated and approved by Measurement Canada before they can be used in the Canadian marketplace. Measurement Canada issues a type approval once it has been confirmed the device complies with all applicable legal requirements. This type approval is legal confirmation the device is approved for trade measurement use in Canada.","Tous les prototypes d'appareils de mesure (p. ex. pompes à essence, balances, compteurs d'électricité, compteurs de gaz naturel) destinés à être utilisés dans des transactions financières fondées sur des mesures (mesure commerciale) doivent être évalués et approuvés par Mesures Canada avant d'être utilisés sur le marché canadien. Mesures Canada délivre une approbation de type une fois qu'il a été confirmé que l'appareil est conforme à toutes les exigences légales applicables. Cette approbation de type est la confirmation légale que l'appareil est approuvé en vue d'une utilisation pour la mesure commerciale au Canada.",,,Trade Measurement,Mesure commerciale,NA,econom,NA,Y,N,ND,ND,300,0,0,0,100,0,N,N,Y,N,N,N,,,
2016-2017,989,Complaint Investigation of Suspected Inaccurate Measurement,Enquête sur les  plaintes concernant les mesures inexactes soupçonnées,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"Measurement Canada investigation of consumer and business complaints of suspected inaccurate measurement involving scales, gas pumps, electricity and natural gas meters, and other measuring devices, and some types of prepackaged products.","Enquête de Mesures Canada sur les plaintes des consommateurs et des entreprises concernant des mesures inexactes soupçonnées comprenant des balances, des pompes à essence, des compteurs d'électricité et de gaz naturel et d'autres appareils de mesure, ainsi que certains types de produits préemballés.",,,Trade Measurement,Mesure commerciale,NA,"econom,person",NA,N,N,ND,ND,1450,0,200,0,0,0,N,N,Y,N,N,N,,,
2016-2017,1218,Authorized Service Provider Renewal,Renouvellement d'un fournisseur de services autorisé,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,"Measurement Canada grants organizations who comply with ISO-based criteria the authority to test and certify measuring devices in accordance with legislative requirements. Once recognition status is granted, an annual renewal licence fee is charged for authorized service providers who continue to comply with program criteria.","Mesures Canada accorde aux organismes qui se conforment aux critères de l'ISO le pouvoir de mettre à l'essai et de certifier les appareils de mesure conformément aux exigences législatives. Une fois le statut de reconnaissance accordé, des frais annuels de renouvellement de licence sont facturés aux fournisseurs de services autorisés qui continuent de se conformer aux critères du programme.",,,Trade Measurement,Mesure commerciale,NA,econom,NA,Y,N,ND,ND,0,0,0,0,220,0,N,N,N,N,N,N,,,
2016-2017,1221,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,non,The Office of the Superintendent of Bankruptcy (OSB) provides access to the public record of insolvency filings in Canada under the Bankruptcy and Insolvency Act (BIA) and the Companies' Creditors Arrangement Act (CCAA).,Le Bureau du surintendant des faillites (BSF) donne accès au dossier public des dépôts d'insolvabilité au Canada en vertu de la Loi sur la faillite et l'insolvabilité (LFI) et de la Loi sur les arrangements avec les créanciers des compagnies (LACC).,,,Insolvency,l’Insolvabilité,NA,"econom,NGO,person",NA,Y,N,ND,ND,779248,0,12639,0,13291,0,Y,Y,N,N,Y,Y,,,
2016-2017,1222,Trustee Licence Renewal.,Renouvellement de Licence Des Syndics Autorisés en Insolvabilité (SAI),"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",extern,reg,prior,"Licensed Insolvency Trustees (LITs) are qualified and experienced professionals licensed by the Superintendent of Bankruptcy to manage the administration of insolvent estates and act as officers of the court pursuant to the BIA and CCAA. The annual renewal of a LIT’s licence, which requires the Superintendent’s approval and the payment of prescribed fees, are facilitated by the OSB Licence Administration Application (OLAA), a web-based, self-serve portal.","Les Syndics Autorisés en Insolvabilité (SAI) titulaires d'une licence sont des professionnels qualifiés et expérimentés autorisés par le surintendant des faillites à administrer les procédures d’insolvabilité réglementées par le gouvernement et à agir à titre d’ officier du tribunal en vertu de la LFI et de la LACC. Le renouvellement annuel d’une licence d'un SAI, qui nécessite l'approbation du surintendant et le paiement des droits prescrits, est facilité par L’Application pour l’administration des licences du BSF, un portail Web libre-service.",,,Insolvency,l’Insolvabilité,NA,"econom,person",NA,Y,N,ND,ND,1000,0,0,0,0,0,Y,Y,Y,Y,Y,Y,,,
