fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2017-2018,1102,Excise Duty / Tax Return Filing,Droits d'Accise / Production des Déclarations de Revenus,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,"Excise taxes are imposed on certain petroleum products, heavy automobiles and air conditioners designed for automobiles. There is also a tax imposed on insurance premiums and a charge imposed under the Air Travellers Security Charge Act. Excise duties are imposed on beer, spirits, wine, and tobacco products. Manufacturers/ businesses subject to excise tax are required to file a return. CRA provides the information necessary for the business to file, processes the return and issues a request for payment or provides a refund. CRA and/or client-initiated reassessments may occur.","Les taxes d’accise sont appliquées à certains produits pétroliers, aux véhicules lourds et aux climatiseurs conçus pour les automobiles. Une taxe est également appliquée aux primes d’assurance et des frais sont imposés en vertu de la Loi sur le droit pour la sécurité des passagers du transport aérien. Des droits d’accise sont imposés sur la bière, le vin, les spiritueux et les produits du tabac. Les entreprises et les fabricants assujettis à la LTA sont tenus de produire une déclaration. L’Agence fournit les renseignements nécessaires pour que l’entreprise produise sa déclaration, puis traite la déclaration, envoie une demande de paiement ou fourni un remboursement. De nouvelles cotisations initiées par l’Agence ou par le client peuvent être établies.",https://www.canada.ca/en/revenue-agency/services/forms-publications/publications/edm10-1-4/completing-excise-duty-return-licensed-user.html,https://www.canada.ca/fr/agence-revenu/services/formulaires-publications/publications/edm10-1-4/comment-remplir-declaration-droits-accise-utilisateur-agree.html,Specialty Business Returns,Retours d'affaires spécialisés,NA,econom,NA,N,Y,N,ND,7643,0,0,0,43543,0,Y,Y,Y,Y,Y,Y,"tel,eml,post,onl,fax","Number of applications submitted via fax is included under postal mail.

Service standards: No external service standard for this data. This data is tracked via an internal performance indicator.",
2017-2018,1104,Income Tax Rulings,Décisions en Impôt,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,CRA provides income tax technical interpretations and advance income tax rulings upon request. A technical interpretation  provides the CRA's interpretation of specific provisions of federal income tax law for no fee. A Ruling is a written statement confirming how the CRA's interpretation of specific provisions of federal income tax law applies to a definite transaction or transactions that a taxpayer is contemplating. A fee is charged for a ruling.,L’Agence fournit sur demande des interprétations techniques et des décisions anticipées en matière d’impôt sur le revenu. Une interprétation technique permet d’obtenir gratuitement l’interprétation que fait l’Agence de certaines dispositions particulières des lois relatives à l’impôt fédéral sur le revenu. Une décision est une déclaration écrite qui confirme dans quelle mesure l’interprétation que fait l’Agence de certaines dispositions particulières des lois relatives à l’impôt fédéral sur le revenu s’applique à une opération précise ou à une opération que le contribuable envisage d’effectuer. Ce service est offert moyennant certains frais.,https://www.canada.ca/en/revenue-agency/services/forms-publications/publications/ic70-6/ic70-6-advance-income-tax-rulings-and-technical-interpretations.html,https://www.canada.ca/fr/agence-revenu/services/formulaires-publications/publications/ic70-6/ic70-6-decisions-anticipees-interpretations-techniques-impot.html,Income Tax Rulings,décisions en impôt,NA,person,NA,Y,Y,Y,ND,0,0,0,0,48,55,NA,NA,NA,NA,NA,NA,"tel,eml,post,onl,fax","When the client is a company, they supply their BN with their ruling request.  When the client is an individual, the SIN is provided with their ruling request. The BNs and SINs are used in these instances for the purpose of linking their ruling with their respective permanent files at the applicable TSOs. 

The CRA has excluded the e-enablement of the Income Tax Rulings from its calculations of e-enablement. Income tax rulings clients (lawyers and accounts) largely submit and receive their requests via fax. Currently the technology used to support the service is standalone and does not feed into any other existing systems within CRA. The updates to the existing system would require a significant investment in resources. Given that the service is limited in volume, the benefit would not rationalize the cost to the Agency to enable the service electronically.",
2017-2018,1105,Charity Information Return Filing,Déclaration de renseignements des organismes de bienfaisance,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,"A registered charity is required to file an information return each year. A charity reports its activities, sources of revenue, and expenditures to maintain its status as a registered charity.","Un organisme de bienfaisance enregistré doit produire une déclaration de renseignements chaque année. Un organisme de bienfaisance rend compte de ses activités, de ses sources de revenus et de ses dépenses afin de maintenir son statut d’organisme de bienfaisance enregistré.",https://www.canada.ca/en/revenue-agency/services/charities-giving/charities/operating-a-registered-charity/t3010-charity-return-filing-information.html,https://www.canada.ca/fr/agence-revenu/services/organismes-bienfaisance-dons/organismes-bienfaisance/exploitation-organisme-bienfaisance-enregistre/t3010-declaration-organismes-bienfaisance-renseignements-production.html,Charities Directorate,Direction des organismes de bienfaisance:,NA,NGO,NA,N,NA,NA,ND,0,0,0,0,0,0,N,N,N,N,NA,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Charity information return filing does not issue a response, certificate, assessment or other form of issuance to clients.",
2017-2018,1106,Partnership Information Return Filing,Une Déclaration de Renseignements des Sociétés de Personnes,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,A Partnership is required to file an information return each year. CRA provides the information necessary for the client to file and processes the return.  CRA and/or client-initiated reassessments may occur.,"Une société de personnes doit produire une déclaration de renseignements chaque année. L’Agence fournit les renseignements nécessaires pour que le client produise sa déclaration, et s’occupe ensuite de la traiter.  De nouvelles cotisations initiées par l’Agence ou par le client peuvent être établies.",https://www.canada.ca/en/revenue-agency/services/tax/businesses/topics/sole-proprietorships-partnerships/t5013-partnership-information-return-filing-requirements.html,https://www.canada.ca/fr/agence-revenu/services/impot/entreprises/sujets/entreprise-individuelle-societe-personnes/declarations-renseignements-societes-personnes-t5013-exigences-concernant-production.html,Specialty Business Returns,Déclarations Spécialisées des Entreprises,NA,econom,NA,N,Y,Y,ND,22878,0,0,0,15482,0,Y,Y,Y,Y,Y,Y,"tel,eml,post,onl,fax",Service standards: No external service standard for this data. This data is tracked via an internal performance indicator.,
2017-2018,1107,Canada child benefit (CCB)  applications,Les Versements d'Allocation Canadienne pour Enfants (ACE),Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,"prior,crit","CRA provides Canadians with the tools and information to apply for the Canada child benefit.  CRA processes the applications made, determines eligibility and entitlement, and issues regular payments. CRA also continues to process applications, determine eligibility, and issue retroactive payments for the Canada child tax benefit and the universal child care benefit for periods prior to July 2016.","L’Agence fournit aux Canadiens les outils et les renseignements dont ils ont besoin pour demander l’Allocation canadienne pour enfants.  L’Agence traite les demandes présentées, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements réguliers. L’Agence continue également à traiter les demandes, à déterminer l’admissibilité et à émettre les paiements rétroactifs pour la prestation fiscale canadienne pour enfants et la prestation universelle pour la garde d’enfants pour les périodes antérieures à juillet 2016.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/canada-child-benefit-overview.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/allocation-canadienne-enfants-apercu.html,CCB,ACE,NA,person,NA,N,NA,Y,ND,416839,0,0,0,138505,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: Total business volumes represent the number of applications processed during a quarter. The performance measurement methodology is based on a random sampling of results for each service channel (paper and digital) at different points of time. Business volumes that met service standard targets have not been inferred from the results of the samples since this analysis would be new and has not been fully validated. Going forward, the CRA will validate a methodology that will allow us to extrapolate the results enabling us to provide a valid estimation of the business volumes that met the service standards.",
2017-2018,1108,GST/HST credit payments,Les Versements du Crédit pour la TPS/TVH,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,crit,"CRA provides Canadians with the tools and information to apply for the GST/HST credit.  CRA calculates the GST/HST credit using information received on the T1 returns or from applications received, determines eligibility and entitlement,  and issues payments.","L’Agence fournit aux Canadiens les outils et les renseignements dont ils ont besoin pour demander le crédit pour la TPS/TVH.  L’Agence calcule le crédit pour la TPS/TVH en fonction des renseignements fournis dans les déclarations T1 ou dans les demandes reçues, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/goods-services-tax-harmonized-sales-tax-gst-hst-credit.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/credit-taxe-produits-services-taxe-vente-harmonisee-tps-tvh.html,GST/HST credit,crédit pour la TPS/TVH,NA,person,NA,N,NA,Y,ND,22526774,0,0,0,7082201,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: This service is claimed and processed on the T1 personal income tax return. See service standards for T1 personal income tax return.",
2017-2018,1109,Children's Special Allowances (CSA)  applications,Les Versements d'Allocations Spéciales pour Enfants (ASE),Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,crit,"CRA provides departments, agencies, or institutions with the tools and information to apply for CSA with respect to any children under their care. CRA processes the applications made, determines eligibility and entitlement, and issues payments.","L’Agence fournit aux ministères, aux organismes et aux institutions les outils et les renseignements dont ils ont besoin pour présenter une demande d’allocations spéciales pour enfants à l’égard de tout enfant dont ils ont la garde. L’Agence traite les demandes présentées, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/childrens-special-allowances.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/allocations-speciales-enfants.html,CSA,ASE,NA,intern_gov,NA,N,Y,N,ND,30888,0,0,0,10614,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: Data was not available at the time of publication.",
2017-2018,1110,Working income tax benefit (WITB) advance payments,Les Versements Anticipés de la Prestation Fiscale pour le Revenu de Travail (PFRT),Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,crit,"CRA provides Canadians with the tools and information to apply for WITB. CRA processes the applications made, determines eligibility and entitlement, and issues payments.","L’Agence fournit aux Canadiens les outils et les renseignements dont ils ont besoin pour demander le crédit pour la prestation fiscale pour le revenu de travail. L’Agence traite les demandes présentées, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/canada-workers-benefit.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/allocation-canadienne-travailleurs.html,WITB advance payments,Versements anticipés de la prestation fiscale pour le revenu de travail,NA,person,NA,N,NA,NA,ND,1174,0,0,0,33,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: This service is claimed and processed on the T1 personal income tax return. See service standards for T1 personal income tax return.",
2017-2018,1111,Provincial and territorial tax credit payments,Paiements de crédits d'impôt provinciaux et territoriaux,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,crit,"CRA delivers tax credit programs on behalf of the provinces and territories. CRA calculates the credit using information received on the T1 returns or from applications received, determines eligibility and entitlement, and issues payments.","L’Agence offre des programmes de crédit d’impôt pour le compte des provinces et des territoires. L’Agence calcule le crédit en fonction des renseignements fournis dans les déclarations T1 ou dans les demandes reçues, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/provincial-territorial-programs.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/programmes-provinciaux-territoriaux.html,"Alberta climate leadership adjustment rebate; BC climate action tax credit; BC harmonized sales tax credit;New Brunswick harmonized sales tax credit; Newfoundland and Labardor Income Supplement; Nova Scotia Affordable Living Tax Credit, Ontario Trillium Benefit; Ontario Senior Homeowners' Property Tax Grant,; PEI Sales Tax Credit; Saskatchewan low-income tax credit.","Remise pour le leadership en climat de l'Alberta; Crédit d’impôt action climat de la Colombie-Britannique; Crédit TVH C.-B.; Crédit pour la taxe de vent harmonisée du Nouveau-Brunswick; Supplément de revenu de Terre-Neuve-et-Labrador; Crédit de taxe de la Nouvelle Écosse pour la vie abordable 
; Prestation Trillium de l'Ontario; Subvention aux personnes âgées propriétaires pour l’impôt foncier de l’Ontario; Crédit pour la taxe de vente de l'Île du Prince Édouard; Crédit pour la taxe aux résidents à faible revenu de la Saskatchewan",NA,person,NA,N,NA,NA,ND,5947152,0,0,0,2855190,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: This service is claimed and processed on the T1 personal income tax return. See service standards for T1 personal income tax return.",
2017-2018,1112,Provincial and territorial child benefit program payments,Paiements provinciaux et territoriaux pour les programmes de prestations pour enfants,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,crit,"CRA delivers child benefit programs on behalf of the provinces and territories. CRA processes the applications made, determines eligibility and entitlement, and issues payments.","L’Agence offre des programmes de prestations pour enfants au nom des provinces et des territoires. L’Agence traite les demandes présentées, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",https://www.canada.ca/en/revenue-agency/services/child-family-benefits/provincial-territorial-programs.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/programmes-provinciaux-territoriaux.html,Alberta Family Employment Tax Credit; Alberta child benefit; BC family bonus; BC earned income benefit; BC early childhood tax benefit; New Brunswick Child Tax Benefit; Newfoundland and Labrador Child Benefit; Nunavut Child Benefit; Northwest Territories Child Benefit; Nova Scotia Child Benefit; Ontario child benefit; Saskatchewan Child Benefit; Yukon Child Benefit.,Crédit d'impôt à l'emploi familial de l'Alberta; Prestation pour enfants de l’Alberta; Prestation familiale de la Colombie-Britannique; Prestation fiscale pour la petite enfance de la Colombie-Britannique; Prestation sur le revenu gagné de la Colombie-Britannique; Prestation fiscale pour enfants du Nouveau-Brunswick; Prestation pour enfants de Terre-Neuve-et-Labrador; Prestation pour enfants du Nunavut; Prestation pour enfants des Territoires du Nord-Ouest; Prestation pour enfants de la Nouvelle-Écosse; Prestation ontarienne pour enfants; Prestation pour enfants de la Saskatchewan; Prestation pour enfants du Yukon.,NA,person,NA,N,NA,NA,ND,8304466,0,0,0,636209,0,Y,Y,Y,Y,Y,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: The CRA uses the CCB Application to determine if clients are eligible for these benefits. See service standards for CCB Applications.",
2017-2018,1113,Formal Review Request (Appeals),Demande de vérification officielle (Appels),Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,CRA offers taxpayers the ability to receive a formal review should they disagree with their (re)assessment for no cost. Appeals representatives who were not involved in the original decision will conduct a formal and impartial review to reassess the taxpayers entitlement. Further recourse is available to clients via the Courts or an appropriate Tribunal.,L’Agence offre aux contribuables la possibilité d’obtenir gratuitement un examen officiel s’ils sont en désaccord avec leur cotisation ou leur nouvelle cotisation. Des représentants des Appels qui n’ont pas participé à la décision initiale procéderont à un examen officiel et impartial pour établir l’admissibilité du contribuable. D’autres recours sont offerts aux clients par les tribunaux.,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/complaints-disputes/file-objection-cppei-appeal-minister/income-tax.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/plaintes-differends/presenter-opposition-appel-rpcae-ministre/impot-revenu.html,Objections,Oppositions,NA,person,NA,N,NA,N,ND,34090,0,34,1841,22566,3570,Y,Y,Y,N,N,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

Service standards: Reflects volumes for low-complexity objections. The medium-complexity service standard was not implemented until April 1, 2018; therefore, no 2017-2018 data is available for it.",
2017-2018,1115,Trust Income Tax Return Filing,Dépôt des déclarations de revenus des fiducies,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,"Taxpayers are required to file a Trust Tax Return if it is subject to tax. CRA provides the information necessary for the taxpayer to file, processes the return and issues a request for payment or provides a refund.  CRA and/or client-initiated reassessments may occur.","Les contribuables sont tenus de produire une déclaration de revenus des fiducies si leur fiducie est assujettie à l’impôt. L’Agence fournit les renseignements nécessaires pour que le contribuable produise sa déclaration, puis traite la déclaration, envoie une demande de paiement ou fait un remboursement.  De nouvelles cotisations initiées par l’Agence ou par le client peuvent être établies.",https://www.canada.ca/en/revenue-agency/services/tax/trust-administrators/t3-return/how-file-t3-return.html,https://www.canada.ca/fr/agence-revenu/services/impot/administrateurs-fiducies/declaration-t3/comment-produire-declaration-t3.html,T3 Program,Programme T3,NA,person,NA,N,NA,NA,ND,13988,0,0,0,268177,0,NA,Y,N,N,N,N,"tel,eml,post,onl,fax","The use of the BN does not apply, as the client/target group is not a business.

No account registration is required for this service.

Trust Income Tax Return filing is currently e-enabled in limited cases in regards to the application, decision, and issuance processes, representing a small percentage of overall returns processed. The CRA is planning to fully e-enable the filing of Trust Income Tax Returns in the medium term.",
2017-2018,1116,Business Number (BN) Registration,Inscription d'un Numéro d'Entreprise (NE),Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,reg,non,"The BN is a nine-digit identifier for businesses to simplify their dealings with federal, provincial, and municipal governments in Canada. It aims to give each registered business its own unique number.","Le numéro d’entreprise est un code d’identification à neuf chiffres visant à simplifier les interactions des entreprises avec les gouvernements fédéral, provinciaux et municipaux du Canada. Il fait en sorte que chaque entreprise inscrite ait son propre numéro unique.",https://www.canada.ca/en/revenue-agency/services/tax/businesses/topics/registering-your-business/register.html,https://www.canada.ca/fr/agence-revenu/services/impot/entreprises/sujets/inscrire-votre-entreprise/comment-sinscrire.html,BN,NE,NA,econom,NA,N,Y,Y,ND,358994,0,110315,0,404097,0,Y,Y,Y,Y,Y,Y,"tel,eml,post,onl,fax","Sole proprietors must supply a SIN when registering for a GST/HST BN

Number of applications submitted via fax is included under postal mail.

Other methods of registration included under postal mail: walk-in (RQ only); gazette; internal; autocreate rejects; payment; return; attach; and conversion

Service standards: No external service standard for this data. This data is tracked via an internal performance indicator.",
2017-2018,cra-arc - 19,Access to Information and Privacy,Accès à l'information et à la protection des renseignements personnels,Canada Revenue Agency | Agence du revenu du Canada,Canada Revenue Agency | Agence du revenu du Canada,extern,res,non,"The Access to Information Act gives Canadian citizens, along with persons and corporations in Canada, the right to request access to federal government records. The Privacy Act protects the privacy of individuals' personal information held by government institutions. It also gives individuals a right of access to their own personal information and with certain rights to correct or annotate it.","La Loi sur l’accès à l’information donne aux citoyens canadiens, aux particuliers et aux sociétés du Canada le droit de demander l’accès aux dossiers du gouvernement fédéral. La Loi sur la protection des renseignements personnels protège la confidentialité des renseignements personnels des particuliers qui sont détenus par les institutions gouvernementales. Elle fournit également aux particuliers le droit d’accéder à leurs renseignements personnels, ainsi que certains droits leur permettant de corriger ou d’annoter ces renseignements.",www.canada.ca/en/revenue-agency/corporate/about-canada-revenue-agency-cra/access-information-privacy-canada-revenue-agency/request-information-canada-revenue-agency.html,www.canada.ca/fr/agence-revenu/organisation/a-propos-agence-revenu-canada-arc/acces-a-information-protection-renseignements-personnels-a-agence-revenu-canada/demander-renseignements-a-agence-revenu-canada.html,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,NA,person,NA,Y,Y,Y,ND,2281,51839,919,0,4260,0,NA,Y,Y,Y,Y,Y,"tel,eml,post,onl,fax","No account registration is required for this service.

The use of BN is required to retrieve business information.

The use of the SIN is required to retreive taxpayer information.

The use of the PRI is required to obtain employee information.

Number of applications submitted via fax is included under postal mail.

Service standards: GC standard",
2017-2018,18,Learning Services,Services d'apprentissage,Canada School of Public Service | École de la fonction publique du Canada,Canada School of Public Service | École de la fonction publique du Canada,enterprise,hr,prior,"Learning services facilitate access to the School's learning products. Clients use a personal login to gain access to GCcampus (the School's digital platform), where they can self-register for any of the School's learning products. Active and completed learning activities are documented in personal accounts.","Les Services d'apprentissage facilitent l'accès aux produits d'apprentissage de l'École. Les clients utilisent un identifiant personnel pour accéder à GCcampus (la plateforme numérique de l'École), là où ils peuvent s'inscrire à toutes les activités d'apprentissage de l'École. Les activités en cours et terminées sont documentées dans le compte personnel des apprenants.",https://idp.csps-efpc.gc.ca/idp/Authn/UserPassword,https://idp.csps-efpc.gc.ca/idp/login-fr.jsp,Learning Services,Services d'apprentissage,NA,intern_gov,NA,N,NA,NA,ND,0,1413254,70669,0,0,77,Y,Y,Y,NA,Y,Y,non,"The value for ""E-enabled Services: Decision"" is NA because this interaction step is embedded into the application step; no further decision is required for a learner to receive a confirmation of registration and/or to access the learning product. The values for the number of applications submitted online and over email are listed as ND because the department does not currently break down registration data in this way. There were over 500,000 confirmed registrations for 2017-18. The number of telephone calls received represents the total number of calls received by both tiers of the Client Contact Centre. The value for the number of website visits represents the number of sessions on GCcampus. The count applies to the entire GCcampus platform; it does not reference a specific page.",
2017-2018,19,Enterprise Requested Delivery,Demandes de livraison en organisation,Canada School of Public Service | École de la fonction publique du Canada,Canada School of Public Service | École de la fonction publique du Canada,enterprise,hr,non,"When no calendar offerings exist to meet an organizational need due to scheduling or geography, client organizations may request an on-site and/or dedicated offering of an instructor-led product.","Lorsque l'offre de formation ne répond pas au besoin d'une organisation en raison du calendrier établi ou du lieu de la formation, l’organisation peut demander qu'une séance avec enseignant soit organisée, soit une séance dans ses bureaux ou une séance spéciale.",https://www.csps-efpc.gc.ca/Contact_Us/index-eng.aspx,https://www.csps-efpc.gc.ca/Contact_Us/index-fra.aspx,Learning Services,Services d'apprentissage,NA,intern_gov,NA,N,NA,NA,ND,0,0,0,0,0,441,NA,NA,N,N,N,N,non,"There is no specific webpage where this service is described and/or accessed. The two steps, ""Account Registration / Enrollment"" and ""Authentication"", are not applicable because this service is automatically available for all client organizations of the School and it is a manually managed request process. The values shown for the number of applications are not fully representative of the true total number of applications received. Values will improve as processes for this service are standardized and improved.",
2017-2018,1001,Old Age Security (OAS) Benefits,Prestations de la Sécurité de la vieillesse,Employment and Social Development Canada | Emploi et Développement social Canada,Employment and Social Development Canada | Emploi et Développement social Canada,extern,res,"prior,crit,essent","The Old Age Security (OAS) pension is a monthly payment available to most Canadians 65 years of age who meet the Canadian legal status and residence requirements. In addition to the Old Age Security pension, there are three types of Old Age Security benefits:  the Guaranteed Income Supplement, Allowance and Allowance for the Survivor. The OAS provides financial support to millions of seniors, including those that are low-income, each year.","La pension de la Sécurité de la vieillesse (SV) est une prestation mensuelle versée à la plupart des Canadiens âgés de 65 ans et plus qui satisfont aux exigences relatives au statut juridique et à la résidence au Canada. En plus de la pension de la Sécurité de la vieillesse, il existe trois types de prestations de la Sécurité de la vieillesse : le Supplément de revenu garanti, l'Allocation et l'Allocation au survivant. La SV verse chaque année un soutien financier à des millions d'aînés, incluant ceux à faible revenu.",https://www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/securite-vieillesse.html,Old Age Security,Sécurité de la vieillesse,NA,person,NA,N,NA,Y,ND,120000,1900000,8062241,294577,499600,0,Y,Y,N,Y,Y,N,"tel,person,eml,onl","Individual volumes for CPP, CPP-D and OAS telephone calls are not available as the service delivery model provides integrated support to callers on all pensions related enquiries.

This document does not offer the ability to report on automated applications. The OAS program has autoenrolled over 120,000 seniors in 2017-2018 for benefits to be received in 2018-2019.

Regarding Service Standard 3.2 of the Service Standard & Performance Results dataset:   Payment Accuracy Reviews (PAAR) are completed to identify undetected errors that may result in mis-payments (overpayments and underpayments). The business volumes are financially-based ($).

Regarding Service Standard 3.3 of the Service Standard & Performance Results dataset: The service target for calls (row 11), provided in column “L” of the service standards tab, is measured on an annual basis. Although we can provide performance data per quarter (see columns “O”, “Q”, “S” and “U” under the service standards tab), the annual target accommodates for quarterly fluctuations. Performance may therefore be misrepresentative when not presented as an aggregate.

Regarding Service Standard & Performance Results dataset, column M: Regarding Real-Time Performance Reporting, while the Department did not provide real-time performance reporting in FY 2017-18, real-time results for the Department’s main statutory programs are expected to be published on line beginning in Q4 2018-19.",
2017-2018,1003,Employment Insurance (EI) Benefits,Prestations d’assurance-emploi,Employment and Social Development Canada | Emploi et Développement social Canada,Employment and Social Development Canada | Emploi et Développement social Canada,extern,res,"prior,crit,essent","EI provides temporary financial assistance to unemployed Canadians who have lost their job through no fault of their own, while they look for work or upgrade their skills.
Canadians who are sick, pregnant, or caring for a newborn or adopted child, as well as those who must care for a family member who is seriously ill with a significant risk of death or who must provide care or support to their critically ill or injured child  family member may also be assisted by EI. The program also allows for self-employed individuals to register into it for access to EI special benefits (sickness, maternity, parental, compassionate care and parents of critically ill children family caregiver benefits).","L’assurance-emploi procure une aide financière temporaire aux Canadiens au chômage qui ont perdu leur emploi pour des raisons indépendantes de leur volonté, pendant qu’ils cherchent du travail ou améliorent leurs compétences. L’assurance-emploi vient également en aide aux travailleurs malades, aux femmes enceintes, aux parents qui s’occupent d’un nouveau-né ou d’un enfant adopté, aux personnes qui doivent s’occuper d’un membre de leur famille souffrant d’une maladie grave qui risque de causer son décès ainsi qu’aux parents qui doivent fournir des soins ou du soutien à leur enfant gravement malade ou blessé. Le programme permet également aux travailleurs indépendants de s'y inscrire pour avoir droit aux prestations spéciales de l'assurance-emploi (prestations de maternité, parentales, de compassion et celles destinées aux parents d’enfants gravement malades).",https://www.canada.ca/en/services/benefits/ei.html,https://www.canada.ca/fr/services/prestations/ae.html,Employment Insurance,Assurance-emploi,NA,"econom,person",NA,N,Y,Y,ND,2772567,33660000,25586963,6271,9407,0,Y,Y,Y,Y,Y,N,"tel,person,eml,onl","17,664 Applications were handled by telephone, not a category provided

Regarding Service Standard 4.2 of the Service Standard & Performance Results dataset:   Payment Accuracy Reviews (PAAR) are completed to identify undetected errors that may result in mis-payments (overpayments and underpayments). The business volumes are financially-based ($).

Regarding Service Standard 4.3 of the Service Standard & Performance Results dataset: The service target for calls (row 11), provided in column “L” of the service standards tab, is measured on an annual basis. Although we can provide performance data per quarter (see columns “O”, “Q”, “S” and “U” under the service standards tab), the annual target accommodates for quarterly fluctuations. Performance may therefore be misrepresentative when not presented as an aggregate.

Regarding Service Standard & Performance Results dataset, column M: Regarding Real-Time Performance Reporting, while the Department did not provide real-time performance reporting in FY 2017-18, real-time results for the Department’s main statutory programs are expected to be published on line beginning in Q4 2018-19.",
2017-2018,esdc-edsc - 04,Employment Insurance Premium Reduction,Réduction du taux de cotisation à l’assurance-emploi,Employment and Social Development Canada | Emploi et Développement social Canada,Employment and Social Development Canada | Emploi et Développement social Canada,extern,res,crit,Provides reduced EI premium rates to employers who provide their employees with an eligible short-term disability plan.,Prévoit une diminution des taux de cotisation à l'assurance-emploi aux employeurs qui offrent un régime d'invalidité à court terme à leurs employés.,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-employers/premium-reduction-program.html,https://www.canada.ca/fr/emploi-developpement-social/programmes/assurance-emploi/ae-liste/assurance-emploi-employeur/reduction-taux-cotisation.html,Employment Insurance,Assurance-emploi,NA,econom,NA,N,Y,NA,ND,0,59000,6435,0,1257,0,N,NA,NA,NA,NA,NA,non,,
